"id","survey_lang","purpose"
"s16191","rum","cum influenteaza limbajul perceptia mesajului transmis"
"s16194","rum","Nu stiu"
"s16204","rum","Modul în care atenția noastră ne poate îndrepta spre alegerile pe care le facem, în sensul că putem anticipa sau nu, uneori, greșelile."
"s16207","rum","Concentrarea atentiei in general si atentiei la detalii."
"s16208","rum","Nu știu"
"s16214","rum","Scopul studiului a fost să testeze atenția cu care este citit un text"
"s16220","rum","    De a cuantifica masura in care oamenii sunt sau nu categorici in ceea ce vor ei sa afirme."
"s16253","pol","czytanie ze zrozumieniem"
"s16258","rum","Ma gandesc ca e ceva legat de diferentele dintre situatiile in care ne-am transpus"
"s16270","pol","Jaki jest wpływ otoczenia i kontekstu w postrzeganiu i nazywaniu podmiotów percepcji. Jak podchodzą badani do pewności poprawności naszych obserwacji. "
"s16273","rum","Nu știu"
"s16280","rum","Nu stiu"
"s16283","rum","Habar nu am"
"s16285","rum","nu am idee"
"s16293","rum","Sigranta/insecuritate"
"s16294","rum","Scopul a fost de a ne testa atentia ."
"s16297","rum","În baza informațiilor oferite la început și al tipurilor de sarcini propuse, am dedus că studiul vizează modul în care limbajul folosit într-o povestire influențează capacitatea fiecărui individ de a se pune în postura personajelor descrise."
"s16298","rum","Nu stiu"
"s16302","pol","Zdefiniować, co znaczy wierzyć i wiedzieć na podstawie pytania: Na ile procent jesteś przekonany do czegoś."
"s16304","pol","Wskazać błędy w ludzkim rozumowaniu, wyjaśnić ich przyczyny."
"s16312","ger","TEST"
"s16314","ger","TEST"
"s16315","ger","TEST"
"s16316","ger","TEST"
"s16318","ger","TEST"
"s16320","ger","TEST"
"s16337","rum","De a vedea modul in care oamenii percep verbele a crede si a sti"
"s16344","ger","Textverständnis, Interpretation von Texten"
"s16347","ger","Gelesene ,Oder gehörte Dinge richtig einzuordnen und richtig in zusammenhang zu bringen"
"s16354","ger","Sicher bin ich mir nicht, aber es könnte eine Studie über Meinungsfestierung sein, die auf glaube, Hoffnung und/oder falscher Faktenlage, beruhen.

Veränderung der Wahrnehmung bzw. Des empathievermögens durch äußere Umstände und zusätzlichen Informationen."
"s16358","ger","Erfassen von Text, erkennen von wichtigen und unwichtigen Informationen"
"s16367","ger","Definition von Wissen/nur glauben etwas zu Wissen"
"s16383","ger","Herauszufinden, wie gut die Versuchspersonen die ihnen vorgelegten Informationen in logischen Zusammenhang bringen können."
"s16398","ger","Möglicherweise geht es in der Studie darum, zu erforschen was Menschen glauben zu wissen, wenn ihnen entscheidende Informationen fehlen."
"s16410","ger","Die Wahrnehmung von Sprache "
"s16419","ger","Wahrnehmung und Einschätzungen zum Thema Selbstwarnehmung"
"s16429","ger","Welche Bedeutung mit welchen Worten verbunden wird."
"s16431","ger","Vielleicht war der Zweck der Studie, zu analysieren/zu untersuchen, wie genau Leser bzw. Hörer Sprache wahrnehmen und was aus dem Gesagten wahrgenommen wird und wie das Gesagte verstanden/interpretiert wird. "
"s16433","ger","Was weiß man wirklich und was nehmen wir selbst als wissen an, obwohl es eine reine Abstraktion bereits gemachter Erfahrungen ist, wo teilweise auch Wissenslücken vorherrschen. Evtl. auch irgendwas in die Richtung wann ist es egal/wichtig, ob man etwas denkt oder weiß."
"s16442","ger","Der Zweck dieser Studie ist herauszufinden, ab wann man sich sicher ist etwas zu wissen und wann nicht. Außerdem zeigt es einem auf, dass man nie 100% sicher sein kann."
"s16444","ger","Unterschied von Glauben und Wissen zu verdeutlichen"
"s16445","ger","Man möchte untersuchen, ob das Gehirn Informationen falsch verarbeitet oder nicht wahrnimmt, wenn viele weitere Informationen im Text sind."
"s16453","ger","Kein Plan"
"s16456","ger","Unterschiede beim Gebrauch von „ich weiß“ und „ich glaube zu wissen“"
"s16471","ger","Ich vermute, dass die Szenarien für die Studie weniger von Bedeutung sind als die folgenden Fragen. Es könnte ein Test sein, herauszufinden wie das menschliche Hirn in Bezug auf Studien reagiert/ damit umgeht? "
"s16476","ger"," - Herausfinden, wie Menschen Sprache verarbeiten
- Wie genau Menschen auf die feinen Unterschiede in der Sprache eingehen können oder wollen"
"s16481","ger","Falschnachrichten, die aufgrund mangelnden Wissens und Gefühlen verbreitet werden.
Menschen setzen sich nicht ausführlich mit einem Thema ausführlich auseinander, bevor sie ein Urteil fällen. Manchmal schaden sie sich dabei selbst (Diamanten-Szenario)"
"s16487","ger","ich denke es ging um die Fähigkeit von Menschen, Dinge zu betrachten, ihre Umstände und was man individuell als richtig und falsch sieht "
"s16491","ger","Leseverständnis"
"s16500","ger","Die Bedeutung vom Unterschied etwas zu wissen oder nur zu glauben, es zu wissen. "
"s16505","ger","das Irren von Menschen mit/ohne Fachkenntnissen, die Selbstsicherheit hinter Aussagen"
"s16515","ger","sprachverstädnnis, oder aussagen in kombination zur wahrnhemung der welt, ambiguität von aussagen"
"s16518","pol","Stawiałbym, że dotyczy rozumienia słów """"""""wiem"""""""" i """"""""wierzę"""""""" w zależności od różnych czynników, jednym z których jest merytoryczne przygotowanie """"""""wiedzącego"""""""" lub """"""""wierzącego""""""""."
"s16535","ger","Zweck der Studie ist das Verhalten von Menschen während der Studie zu untersuchen und dabei festzustellen wie ernst die Studie beantwortet wird und wie viel Druck sich Menschen bei der Bearbeitung machen. Außerdem wird vermutlich die Selbstsicherheit bei Menschen überprüft."
"s16540","ger","Manipulation durch Sprache"
"s16558","gre","οχι"
"s16559","ger","in wie weit sich der Mensch durch optische Dinge täuschen oder beeinflussen lässt"
"s16572","ger","Zu untersuchen, wie gewählte Formulierungen in einem Text verschiedene Eindrücke und Gefühle bei Personen auslösen können und diese Personen somit die Kernaussagen verfälschen  (oder anders aufnehmen) können."
"s16583","ger","Sich im Alltag nicht von äußerlichen Dingen beeinflussen zu lassen."
"s16608","rum","iluzii personale "
"s16611","rum","Măsurarea atenţiei."
"s16612","rum","nu am reușit să-mi dau seama"
"s16621","rum","Evaluarea măsurii în care atribuim competenței/incompetenței sau norocului/ghinionului faptul că ceea ce credem este adevărat."
"s16624","rum","Intelegerea unui text la prima vedere si capacitatea de a trage niste concluzii dupa citirea sa, doar din informatiile date de acesta."
"s16626","rum","Cred ca scopul studiului a avut legatura cu gandirea noastra, mai exact cu diferenta dintre a stii cu adevarat ceva si doar a presupune, a crede."
"s16628","rum","verificarea perceptiei/raportarea personala la un cadru de lucru dat"
"s16631","rum","Intelegerea unei comun icari scrise."
"s16650","rum","cred ca scopul studiului vizează analfabetismul funcțional"
"s16652","rum","Despre competență, situații în care persoanele cred că știu realitatea din jur, însă sin faptul că nu cunosc toate detaliile ajung la erori. scop: părerea participanților în legătură cu diferite constatări formulate de persoane ce fac judecăți doar pe baza aparențelor"
"s16663","rum","Cred ca isi propune sa masoare distinctia dintre """"""""cred că și sun sigur că"""""""""
"s16669","rum","Cum este perceput limbajul prin intermediul poveștilor"
"s16670","rum","Falsele perceptii"
"s16685","rum","Influenta memoriei asupra perceptiei "
"s16691","rum","Probabil studiul urmărea capacitatea de a răspunde corect la anumite întrebări sub presiunea timpului. "
"s16694","rum","atentia la detalii"
