StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 18:09,28/04/2020 18:51,0,86.129.243.97,100,2498,1,28/04/2020 18:51,R_268yrpp30xFHdyT,,,,,52.39070129,-1.291107178,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,10,9,9,10,10,10,10,10,90,5,5,2|1|3,6,6,6,6,6,0,0,3,3,3,2,4,9,10,9,10,1,6,6,10,8,5,4,6,7,7,8,9,9,9,8,9,8,4,7,0,2,6,2,7,5,1,10,10,8,1,9,8,1,5,9,9,30,40,5,12,8,50,300,4,1,-99,40,2,0,6,Self - employed,4,1,1,1,213,NationalIdentification|ConspiracyTheoriesCOVID-19|Open-mindedness|Traitoptimism|Collectivenarcissism|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Self-esteem|Generosity|Riskperception|Moralcircle|Politicalideology|Anti-coronapolicysupport|Socialbelonging|Physicalhygiene|Traitself-control|Physicalhealth|Attentioncheck|Narcissism|Physicalcontact|MoralIdentity
28/04/2020 18:26,28/04/2020 18:51,0,2.120.172.112,100,1457,1,28/04/2020 18:51,R_2zu1GJI6IzGCfVc,,,,,51.53529358,-0.665802002,anonymous,EN-GB,"1,3,4,5",-99,,,4,1,4,10,10,10,10,10,3,9,9,10,0,9,7,50,50,0,2|1|3,8,7,4,5,2,10,7,1,0,0,1,6,6,8,9,0,1,8,7,7,8,5,5,6,9,9,5,5,7,5,2,9,2,10,7,0,5,5,2,5,2,3,10,8,4,0,3,3,2,3,7,8,30,40,8,11,10,50,3 minutes,4,1,-99,66,3,2,2,-99,3,1,1,1,213,Moralcircle|Traitself-control|Self-esteem|NationalIdentification|Socialbelonging|Physicalhealth|Anti-coronapolicysupport|Physicalcontact|ConspiracyTheoriesCOVID-19|Riskperception|Traitoptimism|Attentioncheck|Psychologicalwell-being|Physicalhygiene|Narcissism|Generosity|Collectivenarcissism|Open-mindedness|Politicalideology|Morality-as-cooperation(shortversion)|MoralIdentity
28/04/2020 17:46,28/04/2020 18:51,0,86.154.110.194,100,3913,1,28/04/2020 18:51,R_6KWlKMd5L8yo6A1,,,,,51.8361969,-0.268203735,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,9,10,9,9,10,1,9,10,10,0,10,10,100,0,0,1|3|2,3,4,0,7,6,6,1,7,0,6,7,4,10,10,10,0,0,0,0,0,0,0,0,6,1,5,3,2,4,6,6,9,4,1,3,0,0,0,1,0,0,1,10,10,0,0,0,0,0,0,0,10,10,10,7,1,8,50,3 minutes,7,1,-99,64,1,2,2,-99,8,1,1,1,213,Psychologicalwell-being|Moralcircle|Physicalhealth|Narcissism|Morality-as-cooperation(shortversion)|Traitoptimism|Collectivenarcissism|Socialbelonging|Physicalcontact|MoralIdentity|Self-esteem|NationalIdentification|ConspiracyTheoriesCOVID-19|Traitself-control|Anti-coronapolicysupport|Politicalideology|Open-mindedness|Generosity|Riskperception|Attentioncheck|Physicalhygiene
28/04/2020 18:18,28/04/2020 18:51,0,89.168.193.28,100,2009,1,28/04/2020 18:51,R_9MNvLTEWe9ADAuR,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,5,10,10,6,6,8,5,6,5,8,0,10,8,50,25,25,1|3|2,0,1,0,0,0,0,0,0,0,0,0,1,10,5,10,0,0,10,10,10,10,5,5,0,0,0,0,1,5,1,9,5,10,8,0,0,1,5,0,0,0,0,8,10,0,0,0,0,0,0,0,7,50,50,4,12,3,25,3,4,1,-99,55,1,0,3,-99,10,2,1,1,213,Physicalhygiene|Socialbelonging|Morality-as-cooperation(shortversion)|Riskperception|Moralcircle|Attentioncheck|MoralIdentity|Generosity|Traitoptimism|Narcissism|Politicalideology|Open-mindedness|Self-esteem|Physicalcontact|NationalIdentification|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Physicalhealth|Anti-coronapolicysupport|Psychologicalwell-being|Traitself-control
28/04/2020 18:07,28/04/2020 18:51,0,176.27.8.8,100,2616,1,28/04/2020 18:51,R_3Q5SmwHIXpikDYJ,,,,,53.50509644,-2.161895752,anonymous,EN-GB,"1,3,4,5",-99,,,9,8,8,8,9,10,10,10,10,10,10,10,2,9,8,30,50,20,2|1|3,8,8,1,8,1,10,5,1,0,0,0,2,10,10,10,9,9,9,7,4,7,7,7,6,10,8,9,9,8,9,9,9,8,2,9,0,4,7,8,8,6,2,9,9,2,3,8,7,8,7,8,8,80,40,8,16,9,75,3600,16,1,-99,48,1,0,1,-99,3,2,1,2,213,Anti-coronapolicysupport|Moralcircle|Morality-as-cooperation(shortversion)|Physicalcontact|Physicalhealth|Self-esteem|Riskperception|Socialbelonging|Narcissism|Attentioncheck|ConspiracyTheoriesCOVID-19|Generosity|Physicalhygiene|NationalIdentification|Traitself-control|Traitoptimism|Collectivenarcissism|Politicalideology|Psychologicalwell-being|MoralIdentity|Open-mindedness
28/04/2020 18:10,28/04/2020 18:51,0,82.132.220.88,100,2442,1,28/04/2020 18:51,R_4VdRfVeHj9KG7rr,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,8,1,3,1,0,1,1,2,0,7,4,4,0,7,7,100,0,0,1|3|2,7,6,8,7,9,6,4,6,0,6,0,1,9,9,7,0,2,7,5,9,9,7,5,1,6,6,2,4,5,7,4,7,4,4,7,7,4,5,7,7,6,4,7,7,4,0,4,6,2,4,4,7,60,70,8,5,8,50,900,4,1,-99,44,1,0,1,-99,6,1,1,2,two hundred thirteen ,Generosity|Socialbelonging|Narcissism|ConspiracyTheoriesCOVID-19|Self-esteem|Physicalhygiene|Morality-as-cooperation(shortversion)|Attentioncheck|MoralIdentity|Riskperception|Physicalcontact|Traitoptimism|Open-mindedness|Collectivenarcissism|Traitself-control|Anti-coronapolicysupport|Physicalhealth|NationalIdentification|Psychologicalwell-being|Politicalideology|Moralcircle
28/04/2020 18:36,28/04/2020 18:51,0,86.23.62.192,100,907,1,28/04/2020 18:51,R_3FUTWCTtEUXdfjB,,,,,51.60769653,-0.166000366,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,7,10,10,9,9,10,8,4,10,10,0,8,10,15,80,5,2|1|3,3,3,3,4,6,10,9,1,1,0,0,3,9,9,7,1,6,8,8,9,9,8,7,9,5,4,4,4,6,4,6,8,6,6,4,0,4,6,8,6,4,4,7,4,2,3,4,4,4,7,6,6,40,40,3,5,8,25,3,4,1,-99,59,3,0,1,-99,5,1,1,1,213,Morality-as-cooperation(shortversion)|Collectivenarcissism|Physicalcontact|NationalIdentification|Narcissism|Physicalhygiene|Generosity|Traitoptimism|Anti-coronapolicysupport|Open-mindedness|Moralcircle|Politicalideology|Physicalhealth|Self-esteem|Attentioncheck|Traitself-control|ConspiracyTheoriesCOVID-19|Riskperception|Socialbelonging|Psychologicalwell-being|MoralIdentity
28/04/2020 18:20,28/04/2020 18:51,0,80.225.8.240,100,1875,1,28/04/2020 18:51,R_1jx01l9RhbS254N,,,,,53.3500061,-2.333297729,anonymous,EN-GB,"1,3,4,5",-99,,,10,1,10,10,10,10,10,10,8,9,9,10,9,10,10,0,100,0,3|1|2,5,7,5,2,3,10,10,0,0,0,0,2,6,8,8,0,0,7,5,7,8,5,3,1,7,4,6,7,7,7,5,8,6,2,6,0,7,0,0,4,0,0,10,10,4,0,6,6,0,4,2,8,10,30,5,7,8,50,300,4,2,-99,62,1,3,1,-99,5,1,1,1,213,NationalIdentification|Anti-coronapolicysupport|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|MoralIdentity|Physicalhygiene|Moralcircle|Morality-as-cooperation(shortversion)|Self-esteem|Socialbelonging|Physicalcontact|Narcissism|Politicalideology|Traitoptimism|Open-mindedness|Traitself-control|Attentioncheck|Riskperception|Collectivenarcissism|Generosity|Physicalhealth
28/04/2020 18:23,28/04/2020 18:51,0,86.154.16.82,100,1671,1,28/04/2020 18:51,R_1NaGK646ljVTJGQ,,,,,51.50419617,-0.219894409,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,7,10,10,10,10,10,6,10,8,7,6,10,10,60,30,10,1|3|2,6,7,0,10,5,10,6,6,10,5,10,0,10,10,10,0,3,5,7,10,8,5,5,8,8,8,6,8,7,8,7,10,5,5,9,0,8,7,4,10,6,5,10,8,6,0,8,0,0,10,7,9,0,10,6,14,7,50,300,4,1,-99,40,1,0,1,-99,5,1,1,1,213,Traitself-control|Traitoptimism|NationalIdentification|MoralIdentity|Attentioncheck|Politicalideology|Anti-coronapolicysupport|Narcissism|Open-mindedness|ConspiracyTheoriesCOVID-19|Self-esteem|Socialbelonging|Morality-as-cooperation(shortversion)|Generosity|Physicalcontact|Physicalhygiene|Collectivenarcissism|Psychologicalwell-being|Riskperception|Moralcircle|Physicalhealth
28/04/2020 18:00,28/04/2020 18:52,0,46.69.128.230,100,3112,1,28/04/2020 18:52,R_1ojSDXRNgD1Pnkk,,,,,52.89280701,-2.084899902,anonymous,EN-GB,"1,3,4,5",-99,,,8,0,6,8,8,9,8,10,8,7,10,10,8,8,9,25,30,45,1|2|3,6,7,8,10,8,4,4,5,4,0,1,4,2,6,9,0,0,6,6,7,7,8,7,7,9,8,7,8,7,8,6,8,7,4,8,0,3,4,3,6,3,1,10,8,5,0,7,6,0,3,2,7,60,80,7,16,9,1.49 cents,3minutes,4 hours,1,-99,25,1,0,3,-99,4,2,1,1,213,Physicalcontact|Traitoptimism|Psychologicalwell-being|Collectivenarcissism|Riskperception|Traitself-control|Physicalhygiene|Open-mindedness|MoralIdentity|Anti-coronapolicysupport|Physicalhealth|Morality-as-cooperation(shortversion)|Narcissism|Generosity|Politicalideology|Attentioncheck|ConspiracyTheoriesCOVID-19|Self-esteem|Socialbelonging|NationalIdentification|Moralcircle
28/04/2020 18:24,28/04/2020 18:52,0,146.66.32.116,100,1712,1,28/04/2020 18:52,R_2bKuD6r8GJsKnRE,,,,,53.53359985,-1.104598999,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,0,50,50,1|3|2,9,8,0,5,0,10,10,9,0,0,0,0,10,10,10,0,0,5,5,6,6,5,8,10,6,6,10,10,10,10,2,10,7,5,8,0,0,0,1,0,0,0,10,10,0,0,5,0,0,0,0,10,50,50,4,12,4,50,300,4,2,-99,60,3,2,5,-99,7,1,1,1,213,Narcissism|Morality-as-cooperation(shortversion)|MoralIdentity|Physicalhealth|Generosity|Riskperception|Socialbelonging|Physicalcontact|Open-mindedness|Self-esteem|Politicalideology|Traitself-control|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Moralcircle|Psychologicalwell-being|NationalIdentification|Anti-coronapolicysupport|Physicalhygiene|Attentioncheck|Traitoptimism
28/04/2020 18:12,28/04/2020 18:53,0,92.30.239.103,100,2438,1,28/04/2020 18:53,R_R36XAiNPZr7OBnb,,,,,52.89399719,-1.423599243,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,0,0,0,10,10,10,10,10,10,10,5,10,10,50,50,0,3|2|1,8,8,0,5,0,9,9,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,0,0,8,8,10,10,10,8,7,10,10,0,6,0,0,0,0,0,0,0,10,10,5,0,5,5,0,0,2,10,50,40,7,16,6,50,300,4,1,-99,70,3,3,5,-99,7,2,1,1,213,Narcissism|Physicalhealth|Physicalcontact|Moralcircle|Traitself-control|Socialbelonging|NationalIdentification|Collectivenarcissism|Riskperception|Politicalideology|Anti-coronapolicysupport|Generosity|MoralIdentity|Morality-as-cooperation(shortversion)|Self-esteem|Psychologicalwell-being|Physicalhygiene|Traitoptimism|ConspiracyTheoriesCOVID-19|Open-mindedness|Attentioncheck
28/04/2020 18:09,28/04/2020 18:53,0,109.149.13.52,100,2614,1,28/04/2020 18:53,R_XTddZWhMuIzxlsJ,,,,,53.41740417,-2.70930481,anonymous,EN-GB,"1,3,4,5",-99,,,10,2,10,10,10,10,10,10,7,7,10,10,6,10,10,85,15,0,2|1|3,7,7,2,6,1,9,7,0,0,0,0,1,9,9,9,0,1,9,10,9,10,7,4,8,8,8,7,9,9,10,6,10,3,2,7,0,1,3,7,6,6,2,10,10,5,0,7,3,0,7,8,9,40,40,5,10,7,50,300,7,1,-99,42,3,2,1,-99,4,1,1,1,213,Narcissism|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Traitoptimism|Attentioncheck|Traitself-control|MoralIdentity|Morality-as-cooperation(shortversion)|Politicalideology|NationalIdentification|Open-mindedness|Riskperception|Generosity|Physicalhealth|Moralcircle|Physicalcontact|Self-esteem|Physicalhygiene|Socialbelonging|Anti-coronapolicysupport|Collectivenarcissism
28/04/2020 18:26,28/04/2020 18:53,0,188.29.88.30,100,1625,1,28/04/2020 18:53,R_2rPzXFYWIxrEPmh,,,,,51.50050354,-0.083496094,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,5,5,10,10,0,10,10,0,10,10,0,100,0,2|3|1,10,5,5,10,0,10,10,7,5,0,5,5,10,10,10,0,0,10,10,5,10,0,0,0,10,10,7,10,10,10,10,10,6,0,5,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,5,10,70,50,5,6,5,50,300 minutes,4,2,-99,66,1,1,5,-99,6,1,1,1,213,Moralcircle|Narcissism|ConspiracyTheoriesCOVID-19|Traitoptimism|Attentioncheck|Anti-coronapolicysupport|Physicalhygiene|Morality-as-cooperation(shortversion)|Generosity|Physicalhealth|NationalIdentification|Socialbelonging|Self-esteem|Psychologicalwell-being|Riskperception|Politicalideology|Open-mindedness|MoralIdentity|Traitself-control|Physicalcontact|Collectivenarcissism
28/04/2020 18:15,28/04/2020 18:53,0,165.225.16.72,100,2247,1,28/04/2020 18:53,R_3sgNFKM59LjP8Xb,,,,,51.54660034,-0.123199463,anonymous,EN-GB,"1,3,4,5",-99,,,10,1,9,9,10,9,10,10,8,9,8,8,10,10,9,60,40,0,3|1|2,7,7,5,2,5,5,3,3,5,1,1,3,9,9,9,0,2,9,9,8,8,8,4,3,10,8,8,8,8,10,8,9,1,0,8,0,2,6,2,8,7,5,10,9,7,0,6,7,0,3,7,8,30,30,7,7,8,25,3 minutes,7 hours,1,-99,30,3,0,1,-99,4,1,1,1,213,Physicalhealth|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Physicalhygiene|Generosity|MoralIdentity|Traitoptimism|Socialbelonging|Psychologicalwell-being|Self-esteem|Narcissism|Traitself-control|Physicalcontact|Attentioncheck|NationalIdentification|Riskperception|Anti-coronapolicysupport|Open-mindedness|Moralcircle|Collectivenarcissism|Politicalideology
28/04/2020 18:20,28/04/2020 18:53,0,188.29.164.81,100,1951,1,28/04/2020 18:53,R_8lfvmEsiNRj09ix,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,8,7,3,7,10,10,8,10,10,10,70,20,3|1|2,7,7,5,4,5,5,6,3,3,3,3,2,10,10,10,0,0,7,7,10,9,3,5,8,7,8,8,8,9,9,8,8,9,8,9,0,5,5,3,7,5,0,10,10,8,0,6,6,0,8,7,10,50,50,5,11,9,50,300,7,1,-99,37,1,0,2,-99,4,1,1,2,213,Riskperception|Open-mindedness|Physicalhygiene|NationalIdentification|Physicalcontact|Self-esteem|MoralIdentity|Generosity|Morality-as-cooperation(shortversion)|Physicalhealth|Anti-coronapolicysupport|Traitself-control|Socialbelonging|Collectivenarcissism|Politicalideology|Moralcircle|Psychologicalwell-being|Narcissism|Traitoptimism|ConspiracyTheoriesCOVID-19|Attentioncheck
28/04/2020 18:35,28/04/2020 18:53,0,213.122.136.113,100,1085,1,28/04/2020 18:53,R_21gDTdmA0ZazT4V,,,,,52.89039612,-2.871795654,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,8,7,8,8,10,3,10,10,65,35,0,1|2|3,7,7,5,5,4,6,6,2,0,0,0,2,9,10,10,0,0,5,4,6,6,5,7,10,8,8,6,7,8,7,6,8,4,7,5,0,3,4,6,6,2,2,8,6,2,0,4,4,4,7,8,6,20,50,8,7,8,25 cents,3 minutes,7 hours,2,-99,64,1,0,5,-99,6,2,1,1,213,Self-esteem|Politicalideology|Socialbelonging|Physicalhealth|Riskperception|Physicalcontact|Attentioncheck|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Generosity|Collectivenarcissism|Moralcircle|Physicalhygiene|Traitself-control|MoralIdentity|Narcissism|Open-mindedness|Traitoptimism|NationalIdentification
28/04/2020 18:14,28/04/2020 18:53,0,82.148.57.28,100,2326,1,28/04/2020 18:53,R_3IaxjYfgqQ9CCic,,,,,51.06750488,-0.361999512,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,8,10,1,1,8,0,7,8,9,4,9,8,85,10,5,3|2|1,0,0,0,0,0,7,4,3,1,0,0,1,10,10,10,0,1,3,7,7,9,2,5,8,0,0,1,1,1,0,1,3,8,5,0,0,0,0,0,0,0,0,9,5,0,0,0,0,4,0,0,6,80,80,3,9,7,25,3,4,1,-99,54,1,0,3,-99,11,1,1,1,213,Riskperception|Anti-coronapolicysupport|Politicalideology|Physicalhygiene|Collectivenarcissism|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|MoralIdentity|Narcissism|Open-mindedness|Self-esteem|NationalIdentification|Moralcircle|Attentioncheck|Psychologicalwell-being|Physicalcontact|Socialbelonging|Traitself-control|Physicalhealth|Traitoptimism|Generosity
28/04/2020 17:44,28/04/2020 18:53,0,82.39.161.194,100,4158,1,28/04/2020 18:53,R_2TpiHZcH9hjYtpw,,,,,50.3881073,-4.132400513,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,0,10,7,10,5,10,10,50,25,25,1|3|2,8,6,1,5,4,5,0,0,0,0,0,10,10,10,10,0,0,10,10,10,10,0,0,0,8,8,10,10,10,10,6,10,0,0,8,0,0,10,0,10,3,0,10,9,9,0,5,0,0,5,7,9,70,80,6,11,10,50,1 minute,7,1,-99,43,3,1,1,-99,5,1,1,1,213,Open-mindedness|ConspiracyTheoriesCOVID-19|Narcissism|Anti-coronapolicysupport|Riskperception|Moralcircle|Self-esteem|Physicalhealth|MoralIdentity|Morality-as-cooperation(shortversion)|Physicalcontact|Collectivenarcissism|Generosity|Physicalhygiene|Politicalideology|Traitself-control|NationalIdentification|Attentioncheck|Socialbelonging|Psychologicalwell-being|Traitoptimism
28/04/2020 18:28,28/04/2020 18:53,0,92.1.110.52,100,1509,1,28/04/2020 18:53,R_3Oelsl1L2TP1fcl,,,,,51.06750488,-0.361999512,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,7,2,10,10,10,10,10,25,75,0,1|2|3,8,8,5,5,5,9,7,8,0,0,0,4,9,8,7,0,2,5,6,10,10,5,1,2,8,8,8,8,7,6,7,8,1,3,8,0,4,3,2,4,4,0,10,8,5,0,7,3,0,6,6,10,70,80,5,11,6,25,1,4,2,-99,61,3,0,1,-99,4,2,1,1,213,Generosity|Traitoptimism|Narcissism|NationalIdentification|MoralIdentity|Open-mindedness|Riskperception|Physicalcontact|Physicalhealth|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Traitself-control|Politicalideology|Physicalhygiene|Collectivenarcissism|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Self-esteem|Attentioncheck|Socialbelonging|Moralcircle
28/04/2020 18:26,28/04/2020 18:54,0,86.179.100.94,100,1698,1,28/04/2020 18:54,R_1dhTxsloszyiHxQ,,,,,51.07000732,-1.797897339,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,9,10,9,9,9,2,1,6,9,5,9,6,0,80,20,1|3|2,7,6,4,3,2,6,2,0,0,0,0,1,8,9,8,1,1,3,6,6,7,4,4,8,6,6,6,6,6,8,4,6,4,3,5,0,2,0,3,1,0,3,6,7,3,1,6,6,2,6,6,6,10,10,4,11,9,25,3,7,1,-99,59,2,2,1,-99,5,2,1,1,213,Generosity|Collectivenarcissism|Physicalhealth|Open-mindedness|Physicalhygiene|Politicalideology|Physicalcontact|Moralcircle|Self-esteem|MoralIdentity|Narcissism|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Attentioncheck|Anti-coronapolicysupport|Riskperception|Traitoptimism|Psychologicalwell-being|Traitself-control|NationalIdentification|Socialbelonging
28/04/2020 18:34,28/04/2020 18:54,0,90.193.95.51,100,1189,1,28/04/2020 18:54,R_yEFgNni01Z9SJ0Z,,,,,51.58880615,-0.024703979,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,10,10,10,6,7,10,7,0,7,8,2,7,4,80,15,5,3|1|2,6,6,5,4,5,9,8,6,7,3,7,6,8,8,7,6,3,6,8,8,10,5,4,1,6,6,7,7,7,9,6,4,7,8,9,0,6,9,8,7,4,6,8,7,5,0,5,6,2,6,5,7,50,60,7,1,8,50,1,7,2,-99,62,1,3,1,-99,6,1,1,2,213,Open-mindedness|Attentioncheck|Anti-coronapolicysupport|Generosity|Physicalhygiene|Riskperception|Socialbelonging|Self-esteem|Politicalideology|Psychologicalwell-being|Physicalhealth|Narcissism|Traitself-control|Traitoptimism|Collectivenarcissism|Morality-as-cooperation(shortversion)|Physicalcontact|ConspiracyTheoriesCOVID-19|NationalIdentification|MoralIdentity|Moralcircle
28/04/2020 18:36,28/04/2020 18:54,0,51.6.244.109,100,1118,1,28/04/2020 18:54,R_1n3fZOIOxNEfFKK,,,,,52.67550659,-2.76159668,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,7,10,9,10,9,10,10,50,25,25,1|2|3,7,5,0,0,0,5,5,1,1,0,0,0,10,10,10,0,0,9,9,9,10,5,5,3,9,9,8,5,5,9,3,10,7,3,2,0,0,0,2,0,0,0,9,8,0,1,2,2,2,5,5,7,50,50,3,16,5,50,300,4,2,-99,67,3,2,6,freelance,8,1,1,2,213,Physicalcontact|Politicalideology|Morality-as-cooperation(shortversion)|MoralIdentity|ConspiracyTheoriesCOVID-19|Moralcircle|Self-esteem|Socialbelonging|Anti-coronapolicysupport|Traitoptimism|Generosity|Attentioncheck|Narcissism|NationalIdentification|Collectivenarcissism|Physicalhealth|Physicalhygiene|Psychologicalwell-being|Traitself-control|Riskperception|Open-mindedness
28/04/2020 18:28,28/04/2020 18:54,0,92.10.141.218,100,1596,1,28/04/2020 18:54,R_2WJfK8CesdpeaE8,,,,,51.22239685,1.373001099,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,9,10,10,10,10,6,8,8,10,2,10,9,0,80,20,2|1|3,4,5,3,6,4,10,10,4,4,3,1,1,10,10,10,0,3,10,9,10,10,7,10,10,5,6,6,5,6,10,7,8,7,8,4,0,3,6,4,6,3,3,10,10,6,0,8,7,0,6,5,10,40,50,3,16,7,50,300 minutes,7,2,-99,63,1,1,3,-99,7,1,1,1,213,Generosity|Morality-as-cooperation(shortversion)|Traitself-control|Collectivenarcissism|Politicalideology|Psychologicalwell-being|Narcissism|Traitoptimism|Attentioncheck|MoralIdentity|NationalIdentification|Moralcircle|Anti-coronapolicysupport|Physicalhealth|Open-mindedness|Socialbelonging|Physicalcontact|Riskperception|Physicalhygiene|ConspiracyTheoriesCOVID-19|Self-esteem
28/04/2020 18:25,28/04/2020 18:55,0,80.3.86.247,100,1796,1,28/04/2020 18:55,R_2vjeIuZtdoh4uhP,,,,,52.43910217,-1.50390625,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,8,10,10,8,8,9,7,9,9,9,1,10,10,0,80,20,2|3|1,5,4,5,2,2,8,8,5,0,0,0,2,8,8,8,1,1,7,6,9,8,5,4,7,5,5,7,7,7,7,6,9,6,1,6,0,1,1,1,4,2,1,9,7,1,1,6,8,0,1,7,6,80,80,5,16,5,50,300,4,2,-99,61,3,1,5,-99,6,1,1,1,213,Collectivenarcissism|Narcissism|NationalIdentification|Open-mindedness|Morality-as-cooperation(shortversion)|MoralIdentity|Riskperception|Physicalhygiene|Attentioncheck|Physicalcontact|Traitself-control|Traitoptimism|Physicalhealth|Politicalideology|Self-esteem|Anti-coronapolicysupport|Generosity|Psychologicalwell-being|Moralcircle|Socialbelonging|ConspiracyTheoriesCOVID-19
28/04/2020 17:53,28/04/2020 18:55,0,82.132.246.29,100,3684,1,28/04/2020 18:55,R_O7rlNI7Aha5OSo9,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,10,9,10,7,7,7,7,7,6,3,1,8,4,90,10,0,3|1|2,7,6,5,7,5,10,10,5,0,0,0,4,8,8,8,0,2,8,8,8,7,4,7,9,7,4,5,8,5,6,5,8,4,1,4,0,3,4,5,4,1,2,7,8,2,0,7,5,1,5,5,9,90,90,7,4,10,25,3,7,1,-99,30,3,1,1,-99,3,2,1,1,213,Psychologicalwell-being|Generosity|Attentioncheck|Politicalideology|Traitself-control|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Collectivenarcissism|Moralcircle|Self-esteem|NationalIdentification|Physicalcontact|Socialbelonging|Narcissism|ConspiracyTheoriesCOVID-19|MoralIdentity|Traitoptimism|Physicalhealth|Riskperception|Open-mindedness|Physicalhygiene
