"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","spirituality","source_first","important_scientific","credible_scientific","important_spiritual","credible_spiritual","sourceCorrect_scientific","sourceCorrect_spiritual","recallHit_scientific","recallHit_spiritual","recallFa_scientific","recallFa_spiritual","RT_scientific","RT_spiritual","statementAndOrder","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
5133,"IRL","Ireland",0.166666666666667,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.651650368145715,0.142857142857143,0.25,0.45794930875576,0.235569156216134,2,"spiritual",5,5,3,3,1,1,4,4,1,0,20.601,18.67,"G2_S1",40,"man",7,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5134,"IRL","Ireland",0.666666666666667,0.428571428571429,0.5,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.523184363210655,0.561224489795918,0.625,0.45794930875576,0.235569156216134,5,"spiritual",4,4,2,4,1,0,1,1,0,0,18.979,9.981,"G1_S2",30,"man",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5135,"IRL","Ireland",0.166666666666667,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.651650368145715,0.142857142857143,0.375,0.45794930875576,0.235569156216134,3,"scientific",6,6,4,5,1,1,4,5,0,0,46.482,42.397,"S1_G2",40,"woman",6,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5136,"IRL","Ireland",0,1,0.5,0,NA,NA,1,1,0,1,0.663909364787531,0.642857142857143,0.25,0.45794930875576,0.235569156216134,7,"scientific",6,6,6,6,1,1,5,5,0,0,71.17,92.357,"S1_G2",41,"man",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5137,"IRL","Ireland",0.666666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,0.75,1.16606962553582,0.804421768707483,0.5,0.45794930875576,0.235569156216134,5,"spiritual",5,5,5,5,1,0,1,3,0,1,9.67,11.377,"G2_S1",28,"man",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5138,"IRL","Ireland",0.833333333333333,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.25,0.75,1.00986040110548,0.748299319727891,0.25,0.45794930875576,0.235569156216134,4,"spiritual",5,4,4,4,1,1,3,2,0,0,19.203,38.028,"G2_S1",19,"man",3,7,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5139,"IRL","Ireland",0.833333333333333,0.571428571428571,0.5,1,"Christian (Roman Catholic)",NA,0.833333333333333,1,0.25,0.75,0.822954580674721,0.67687074829932,0.375,0.45794930875576,0.235569156216134,5,"spiritual",5,5,3,5,1,1,1,1,0,0,437.775,296.214,"G2_S1",19,"woman",4,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5140,"IRL","Ireland",0.166666666666667,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.833333333333333,0.75,0.75,0.691693673470875,0.629251700680272,0.875,0.45794930875576,0.235569156216134,6,"spiritual",6,6,3,2,0,0,3,2,0,1,15.643,21.142,"G1_S2",51,"man",2,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5141,"IRL","Ireland",0,0.285714285714286,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.833333333333333,0.25,0,-0.127751394162458,0.33843537414966,0.625,0.45794930875576,0.235569156216134,5,"spiritual",6,6,3,3,1,1,4,5,1,0,11.502,26.636,"G1_S2",18,"woman",3,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5142,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.45794930875576,0.235569156216134,1,"scientific",6,6,1,3,1,1,2,2,0,0,15.309,5.849,"S1_G2",43,"man",5,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5143,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.333333333333333,0.166666666666667,0,0,-0.534962343987521,0.187074829931973,0,0.45794930875576,0.235569156216134,2,"scientific",5,5,4,4,1,1,3,3,1,0,57.576,72.631,"S1_G2",48,"man",3,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5144,"IRL","Ireland",0.5,0.428571428571429,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.75,1.09450620528848,0.775510204081633,0.75,0.45794930875576,0.235569156216134,7,"spiritual",7,7,7,7,0,1,1,2,0,0,9.427,8.864,"G2_S1",43,"woman",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5145,"IRL","Ireland",0,0,0.5,0,NA,NA,0.333333333333333,0.166666666666667,0,0,-0.663608355639361,0.142857142857143,0.5,0.45794930875576,0.235569156216134,1,"scientific",2,4,3,4,1,1,2,2,0,0,27.033,45.65,"S2_G1",36,"woman",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5146,"IRL","Ireland",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.25,0.75,1.0029732235066,0.744897959183674,0.5,0.45794930875576,0.235569156216134,7,"scientific",3,5,4,5,1,1,3,4,1,0,50,59.001,"S2_G1",45,"woman",3,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5147,"IRL","Ireland",0.166666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,1,0.25,0.5,0.675885374916203,0.637755102040816,0.5,0.45794930875576,0.235569156216134,6,"scientific",7,7,7,7,1,1,4,3,0,0,86.734,45.994,"S2_G1",36,"woman",3,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5148,"IRL","Ireland",0,0,0,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.333333333333333,0,0,-0.85051417607012,0.0714285714285714,0,0.45794930875576,0.235569156216134,6,"spiritual",5,5,6,6,1,0,3,4,0,1,15.585,23.68,"G2_S1",41,"man",4,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5149,"IRL","Ireland",0.166666666666667,0.142857142857143,1,0,NA,NA,0.666666666666667,0.833333333333333,0,0,0.029087951515413,0.401360544217687,0,0.45794930875576,0.235569156216134,5,"spiritual",6,5,6,5,1,1,3,4,0,0,12.736,14.97,"G2_S1",25,"woman",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5150,"IRL","Ireland",0.333333333333333,1,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.33553917997529,0.869047619047619,1,0.45794930875576,0.235569156216134,7,"scientific",2,2,2,2,0,1,4,3,0,0,30.056,42.575,"S1_G2",43,"man",3,2,"Mixed / other","Celtic","Qualtrics Panels","online panel","monetary reward","English"
5151,"IRL","Ireland",0.333333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,0.75,1.01857844879145,0.756802721088435,0.625,0.45794930875576,0.235569156216134,4,"scientific",3,3,3,3,1,1,4,4,1,0,68.782,41.276,"S1_G2",42,"woman",3,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5152,"IRL","Ireland",0.666666666666667,0.857142857142857,1,0,NA,NA,0.666666666666667,1,0.5,0.75,1.0973948470584,0.777210884353742,0.5,0.45794930875576,0.235569156216134,6,"spiritual",7,7,7,7,1,1,3,2,0,1,41.124,133.387,"G1_S2",32,"woman",3,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5153,"IRL","Ireland",0.166666666666667,0.142857142857143,1,0,NA,NA,0.666666666666667,0.666666666666667,0.25,0.5,0.268353331241591,0.48469387755102,0.5,0.45794930875576,0.235569156216134,5,"spiritual",3,3,3,3,0,1,4,3,0,1,24.589,14.995,"G2_S1",41,"man",6,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5154,"IRL","Ireland",0.666666666666667,1,1,1,"Christian (Protestant)",NA,0.666666666666667,0.666666666666667,0.5,0.75,1.0261525206606,0.75,0.25,0.45794930875576,0.235569156216134,6,"scientific",5,4,6,5,0,1,1,2,0,0,11.43,97.375,"S2_G1",52,"woman",3,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5155,"IRL","Ireland",0,0,0.5,0,NA,NA,0.5,0.5,0.25,0.25,-0.268518120458841,0.285714285714286,0.25,0.45794930875576,0.235569156216134,4,"scientific",4,4,4,4,1,1,1,1,0,0,34.731,4.779,"S2_G1",34,"man",3,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5156,"IRL","Ireland",0.166666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.26397575972794,0.840136054421769,0.75,0.45794930875576,0.235569156216134,7,"scientific",4,7,5,6,1,1,5,4,0,0,37.751,64.434,"S1_G2",76,"man",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5157,"IRL","Ireland",0.666666666666667,0.714285714285714,0.5,1,"Christian (Protestant)",NA,1,1,0.25,0.25,0.675543276579971,0.625850340136054,0.25,0.45794930875576,0.235569156216134,7,"scientific",7,1,7,7,1,0,2,0,3,1,4.425,4.5,"S2_G1",18,"man",5,NA,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5158,"IRL","Ireland",0,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,0.5,0.775910402106704,0.673469387755102,0.5,0.45794930875576,0.235569156216134,7,"scientific",7,7,1,1,1,1,2,3,1,1,9.528,4.757,"S1_G2",19,"man",4,1,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5159,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0,0.45794930875576,0.235569156216134,1,"spiritual",1,5,1,1,1,1,2,2,0,0,31.942,24.711,"G1_S2",49,"man",2,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5160,"IRL","Ireland",0,0,0.5,0,NA,NA,0,1,0,0,-0.471826683202805,0.214285714285714,0,0.45794930875576,0.235569156216134,3,"scientific",5,5,3,3,0,1,3,5,2,0,16.718,32.591,"S1_G2",53,"woman",4,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5161,"IRL","Ireland",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.25,1,1.2779094924439,0.848639455782313,0.125,0.45794930875576,0.235569156216134,7,"spiritual",2,3,1,1,1,1,2,2,0,0,19.084,16.702,"G1_S2",60,"man",4,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5162,"IRL","Ireland",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.666666666666667,1,1,1.37102776266069,0.863945578231292,0.75,0.45794930875576,0.235569156216134,5,"spiritual",2,2,1,2,1,0,1,2,0,0,7.988,10.72,"G1_S2",55,"man",6,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5163,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.45794930875576,0.235569156216134,1,"scientific",7,7,6,7,1,1,1,2,0,0,58.335,18.821,"S1_G2",20,"man",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5164,"IRL","Ireland",0.166666666666667,0.714285714285714,1,0,NA,NA,0.833333333333333,0,0,0.75,0.280650981140074,0.494897959183673,0.25,0.45794930875576,0.235569156216134,1,"scientific",4,4,4,4,1,1,3,2,1,0,50.363,48.341,"S1_G2",46,"woman",2,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5165,"IRL","Ireland",0.666666666666667,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.20634607219655,0.819727891156463,0.75,0.45794930875576,0.235569156216134,7,"spiritual",1,1,1,1,1,1,2,3,0,1,19.001,19.419,"G2_S1",47,"man",5,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5166,"IRL","Ireland",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.894920392533096,0.697278911564626,1,0.45794930875576,0.235569156216134,4,"scientific",4,4,2,6,1,1,4,3,3,1,38.146,57.588,"S2_G1",52,"man",4,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5167,"IRL","Ireland",0,0,0.5,0,NA,NA,0,0.333333333333333,0,0,-0.724112182557713,0.119047619047619,0.75,0.45794930875576,0.235569156216134,2,"spiritual",7,5,6,5,0,1,4,4,1,0,30.975,16.834,"G1_S2",20,"woman",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5168,"IRL","Ireland",0,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0,0,0,-0.671779307198433,0.139455782312925,0.5,0.45794930875576,0.235569156216134,1,"scientific",1,1,1,1,1,1,0,3,1,0,28.7,100.369,"S2_G1",56,"woman",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5169,"IRL","Ireland",0,0,0,0,NA,NA,0,0.333333333333333,0,0,-0.91230177694866,0.0476190476190476,0.375,0.45794930875576,0.235569156216134,1,"scientific",4,4,6,6,1,1,4,3,0,0,68.409,42.077,"S1_G2",46,"woman",7,7,"Latin-American",NA,"Qualtrics Panels","online panel","monetary reward","English"
5170,"IRL","Ireland",0.166666666666667,0.714285714285714,0.5,0,NA,NA,0.5,0.333333333333333,0,0.25,-0.0953248052112575,0.352040816326531,0.625,0.45794930875576,0.235569156216134,7,"spiritual",6,6,4,4,1,1,3,4,0,1,27.517,41.109,"G2_S1",54,"woman",4,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5171,"IRL","Ireland",0.833333333333333,1,1,1,"Other:","Pentacostal",1,1,1,1,1.66875895977599,0.976190476190476,0,0.45794930875576,0.235569156216134,7,"spiritual",7,7,7,7,1,1,2,3,0,0,18.413,20.142,"G1_S2",24,"woman",5,1,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5172,"IRL","Ireland",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.875,0.45794930875576,0.235569156216134,7,"scientific",7,7,6,6,1,1,4,5,0,0,55.959,69.667,"S1_G2",45,"man",7,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5173,"IRL","Ireland",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.5,0.45794930875576,0.235569156216134,5,"scientific",2,2,3,4,1,1,5,5,0,0,48.397,63.452,"S2_G1",53,"woman",7,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5174,"IRL","Ireland",0.666666666666667,0.285714285714286,0.5,0,NA,NA,0.333333333333333,0.333333333333333,0,0,-0.195753780752585,0.302721088435374,0.5,0.45794930875576,0.235569156216134,1,"spiritual",5,2,6,5,0,0,3,1,0,2,30.473,14.2,"G2_S1",21,"man",2,5,"Middle-Eastern/Arab",NA,"Qualtrics Panels","online panel","monetary reward","English"
5175,"IRL","Ireland",0.5,0.714285714285714,1,1,"Christian (Protestant)",NA,0.5,0.5,0.5,0.5,0.622570240071459,0.602040816326531,0.5,0.45794930875576,0.235569156216134,6,"spiritual",2,2,4,4,1,1,3,5,1,0,90.467,21.085,"G1_S2",55,"woman",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5176,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.125,0.45794930875576,0.235569156216134,4,"spiritual",3,3,2,1,1,1,4,5,0,0,47.296,45.825,"G1_S2",48,"man",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5177,"IRL","Ireland",0.5,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,1,0.5,0.25,1,0.478512480394125,0.556122448979592,0.5,0.45794930875576,0.235569156216134,7,"scientific",7,7,5,5,1,1,4,4,0,0,56.293,41.964,"S1_G2",60,"woman",7,9,"Asian",NA,"Qualtrics Panels","online panel","monetary reward","English"
5178,"IRL","Ireland",0,0,0.5,0,NA,NA,0.333333333333333,0.666666666666667,0,0,-0.47439423112318,0.214285714285714,0.25,0.45794930875576,0.235569156216134,3,"scientific",5,6,5,5,0,1,5,4,0,0,33.6,32.076,"S1_G2",20,"woman",5,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5179,"IRL","Ireland",0.833333333333333,1,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.4447929304077,0.904761904761905,0.25,0.45794930875576,0.235569156216134,6,"scientific",6,6,5,4,1,1,4,5,1,0,91.613,80.553,"S2_G1",46,"man",5,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5180,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0,0.45794930875576,0.235569156216134,1,"scientific",4,4,4,4,0,1,1,0,0,1,12.531,98.135,"S1_G2",19,"man",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5181,"IRL","Ireland",0,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.666666666666667,0,0,-0.357706206964986,0.258503401360544,0.5,0.45794930875576,0.235569156216134,2,"scientific",5,5,6,5,1,1,3,3,0,0,15.199,13.8,"S2_G1",50,"man",3,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5182,"IRL","Ireland",0,0,0.5,0,NA,NA,0,1,0,0,-0.471826683202805,0.214285714285714,0,0.45794930875576,0.235569156216134,1,"scientific",7,5,4,3,0,1,0,2,1,0,9.801,3.819,"S2_G1",22,"man",6,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5183,"IRL","Ireland",0,0,1,1,"Christian (Protestant)",NA,1,1,0.25,0.75,0.484602140964664,0.571428571428571,1,0.45794930875576,0.235569156216134,5,"scientific",5,7,5,7,1,1,5,2,2,1,34.657,27.01,"S2_G1",20,"woman",3,2,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5184,"IRL","Ireland",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.45794930875576,0.235569156216134,1,"scientific",1,1,1,1,1,1,3,1,0,0,26.148,15.425,"S2_G1",61,"man",2,1,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5185,"IRL","Ireland",0.333333333333333,1,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,1,0,0.75,0.84262566510393,0.702380952380952,0.625,0.45794930875576,0.235569156216134,7,"spiritual",6,6,7,7,1,0,5,4,1,1,39.2,35.924,"G2_S1",53,"woman",6,2,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5186,"IRL","Ireland",0.333333333333333,0.428571428571429,0.5,0,NA,NA,0.333333333333333,0.5,0,0.25,-0.130096289438194,0.335034013605442,0.625,0.45794930875576,0.235569156216134,3,"scientific",6,6,6,5,1,1,1,1,0,0,26.337,18.098,"S1_G2",18,"man",2,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5187,"IRL","Ireland",0,0,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.166666666666667,0,0,-0.663608355639361,0.142857142857143,0,0.45794930875576,0.235569156216134,1,"spiritual",2,3,1,1,1,1,3,2,0,0,9.547,9.139,"G1_S2",50,"woman",4,4,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5188,"IRL","Ireland",0,0,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.666666666666667,0.25,0.5,-0.172057476558274,0.321428571428571,0.25,0.45794930875576,0.235569156216134,4,"scientific",4,4,1,1,1,1,1,1,0,0,25.611,25.895,"S1_G2",60,"man",6,NA,"I would rather not say",NA,"Qualtrics Panels","online panel","monetary reward","English"
5189,"IRL","Ireland",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.5,0.75,1,1.31266139729601,0.848639455782313,0.75,0.45794930875576,0.235569156216134,7,"spiritual",4,4,4,4,1,1,2,1,0,0,22.84,9.885,"G1_S2",48,"woman",3,7,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5190,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0,0.25,-0.00213717205661509,0.389455782312925,0.625,0.45794930875576,0.235569156216134,5,"spiritual",4,4,4,4,1,1,1,1,0,0,14.421,12.631,"G1_S2",72,"man",3,3,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5191,"IRL","Ireland",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.45794930875576,0.235569156216134,1,"spiritual",6,7,3,3,1,1,5,5,0,1,18.581,18.779,"G2_S1",63,"man",4,8,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5192,"IRL","Ireland",0.666666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.333333333333333,0.5,0.5,0.749932477763111,0.64625850340136,0.375,0.45794930875576,0.235569156216134,5,"spiritual",2,3,4,4,1,1,2,2,0,0,30.425,38.705,"G2_S1",61,"man",5,6,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5193,"IRL","Ireland",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.61385853649634,0.95578231292517,0.625,0.45794930875576,0.235569156216134,5,"spiritual",6,7,6,5,1,1,3,2,0,2,45.253,28.542,"G2_S1",19,"woman",6,5,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5194,"IRL","Ireland",0.833333333333333,1,1,1,"Other:","Christian",1,1,1,1,1.66875895977599,0.976190476190476,1,0.45794930875576,0.235569156216134,5,"spiritual",5,5,3,3,1,1,3,4,0,0,14.264,14.876,"G1_S2",18,"woman",4,5,"African",NA,"Qualtrics Panels","online panel","monetary reward","English"
5195,"IRL","Ireland",0,0,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.666666666666667,0,0,-0.41260663024464,0.238095238095238,0.25,0.45794930875576,0.235569156216134,5,"scientific",5,6,3,3,1,1,4,4,1,0,23.681,32.469,"S2_G1",57,"woman",5,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
5196,"IRL","Ireland",0.166666666666667,0.142857142857143,0.5,0,NA,NA,0.666666666666667,0.833333333333333,0.5,0.25,0.160041256433138,0.437074829931973,0.75,0.45794930875576,0.235569156216134,5,"scientific",4,5,4,5,0,1,2,3,0,0,18.545,21.927,"S2_G1",22,"woman",6,5,"Caucasian/European",NA,"Qualtrics Panels","online panel","monetary reward","English"
