,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,ten_trend,trend,strict,diff,year,rating,participant
112.2014,1/16/20 12:30,1/16/20 12:32,IP Address,100,78,TRUE,1/16/20 12:32,R_2dAC5YHPpUNGp5c,NA,NA,NA,NA,34.96890259,-82.14800262,anonymous,EN,Kindergarten,4,1,5,3,2,2138,5,2,3,4,1,Eating turkey,3,1,2,4,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I believe social media and partisanship have had a detrimental effect,32,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-1,less,NA,-1,2014,4,112
113.2014,1/16/20 12:32,1/16/20 12:35,IP Address,100,198,TRUE,1/16/20 12:35,R_1ClIv9N2NCDnDrz,NA,NA,NA,NA,34.78199768,-86.60849762,anonymous,EN,Kindergarten,3,2,5,1,4,2138,5,4,3,1,2,Eating turkey,4,1,3,5,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,59,Female,White,English,,Very Good,Other,day,Graduate school,0,Somewhat liberal,NA,I think you have to go back further in time to address large group behavior changes.,NA,NA,0,equal,NA,0,2014,4,113
114.2014,1/16/20 12:33,1/16/20 12:36,IP Address,100,167,TRUE,1/16/20 12:36,R_2OGTYqxzPahOGXn,NA,NA,NA,NA,35.82119751,-77.10220337,anonymous,EN,Kindergarten,4,1,5,3,2,2138,2,3,1,5,4,Eating turkey,4,1,3,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Having a racist president making people feel comfortable being openly racist and not feeling bad about it.,33,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,-6,less,NA,-6,2014,5,114
115.2014,1/16/20 12:37,1/16/20 12:39,IP Address,100,80,TRUE,1/16/20 12:39,R_1eQY4HRuNYQJKVg,NA,NA,NA,NA,45.66520691,-122.5214996,anonymous,EN,Kindergarten,5,2,3,4,1,2138,2,5,3,4,1,Eating turkey,5,1,2,3,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,36,Male,White,English,,Very Good,Other,day,Some college,0,Somewhat conservative,NA,Thank you,NA,NA,0,equal,NA,0,2014,2,115
116.2014,1/16/20 12:39,1/16/20 12:40,IP Address,100,84,TRUE,1/16/20 12:40,R_TuQaEoLh4mHVDl7,NA,NA,NA,NA,40.73590088,-73.99040222,anonymous,EN,Kindergarten,1,4,3,2,5,2138,2,5,1,4,3,Eating turkey,3,4,5,2,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,There was a stronger sense of community that made people be nicer back then.,31,Female,Asian,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2014,5,116
117.2014,1/16/20 11:28,1/16/20 12:42,IP Address,100,4404,TRUE,1/16/20 12:42,R_1mkPBsbc3RwTEvo,NA,NA,NA,NA,39.37730408,-74.61229706,anonymous,EN,Kindergarten,2,5,3,1,4,2138,5,1,3,2,4,Eating turkey,5,2,4,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,26,Female,White,English,,Very Good,Other,day,Some college,3,Very liberal,2012,,NA,NA,0,equal,NA,0,2014,3,117
118.2014,1/16/20 12:40,1/16/20 12:42,IP Address,100,109,TRUE,1/16/20 12:42,R_1fcT3txGUMTHEaY,NA,NA,NA,NA,31.80969238,-86.62310028,anonymous,EN,Kindergarten,1,3,5,2,4,2138,3,5,1,4,2,Eating turkey,3,1,5,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,44,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,0,equal,NA,0,2014,3,118
119.2014,1/16/20 12:38,1/16/20 12:42,IP Address,100,262,TRUE,1/16/20 12:42,R_3FL6GfOCvcYUqpS,NA,NA,NA,NA,41.49389648,-73.05169678,anonymous,EN,Kindergarten,5,4,3,2,1,2138,4,1,5,2,3,Eating turkey,1,5,2,4,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"The financial crisis of 2008 and its related economic depression have severely constrained the ability of the average American to get ahead in life despite the recovery heralded in the media. Economic scarcity has led to people being more selfish and self-interested and willing to exploit others since the social safety net in America is so poor. As American society becomes more and more unequal with each passing year, society correspondingly worsens.",36,Male,More than 1 of the above,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2014,4,119
120.2014,1/16/20 12:40,1/16/20 12:43,IP Address,100,154,TRUE,1/16/20 12:43,R_2roWCKLbcs5TL4c,NA,NA,NA,NA,33.60679626,-112.2278976,anonymous,EN,Kindergarten,5,1,3,4,2,2138,3,4,2,5,1,Eating turkey,4,2,1,5,3,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",I think people realize their mortality and are more educated about history. One should know you only live once and see that it can end anytime. Better to be nice I think that people are learning this.,,57,Female,White,English,,Very Good,Other,day,Four-year college degree,3,Very liberal,1979,,NA,NA,1,more,NA,1,2014,5,120
121.2014,1/16/20 12:42,1/16/20 12:44,IP Address,100,108,TRUE,1/16/20 12:44,R_3OpMS4zHw4viwnw,NA,NA,NA,NA,30.07359314,-95.62030029,anonymous,EN,Kindergarten,4,3,5,2,1,2138,2,5,4,3,1,Eating turkey,2,4,5,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,35,Male,More than 1 of the above,English,,Very Good,Other,day,Associate's degree,0,Neither liberal nor conservative,NA,None,NA,NA,0,equal,NA,0,2014,4,121
122.2014,1/16/20 12:42,1/16/20 12:44,IP Address,100,153,TRUE,1/16/20 12:44,R_22WBjHIL9Rdm3fU,NA,NA,NA,NA,47.49729919,-122.3554993,anonymous,EN,Kindergarten,5,2,4,3,1,2138,4,3,5,1,2,Eating turkey,1,4,2,3,5,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago","World became more interconnected, there's more tattletales now",,23,Female,Black or African-American,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,2,more,NA,2,2014,4,122
123.2014,1/16/20 12:44,1/16/20 12:45,IP Address,100,57,TRUE,1/16/20 12:45,R_30oyVD6lXeKNGmx,NA,NA,NA,NA,34.54849243,-87.00360107,anonymous,EN,Kindergarten,4,1,5,3,2,2138,3,4,5,2,1,Eating turkey,3,4,1,2,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,24,Male,White,English,,Very Good,Other,day,High school diploma,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2014,4,123
124.2014,1/16/20 12:27,1/16/20 12:47,IP Address,100,1224,TRUE,1/16/20 12:47,R_O9mHZ4eMwgpBenL,NA,NA,NA,NA,34.52510071,-82.63069916,anonymous,EN,Kindergarten,3,5,2,1,4,2138,4,2,3,5,1,Eating turkey,3,5,2,1,4,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",i think that more technology has helped bring us together and realize that we are working for a common good and that those old squabbles are behind us ,,29,Male,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat liberal,1997,,NA,NA,6,more,NA,6,2014,3,124
125.2014,1/16/20 12:47,1/16/20 12:49,IP Address,100,108,TRUE,1/16/20 12:49,R_SNLirHEivmP9Yat,NA,NA,NA,NA,32.80990601,-98.11380005,anonymous,EN,Kindergarten,5,2,3,1,4,2138,3,2,1,5,4,Eating turkey,5,3,1,4,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Female,White,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2014,4,125
126.2014,1/16/20 12:50,1/16/20 12:52,IP Address,100,75,TRUE,1/16/20 12:52,R_3EQoqy5TA2UeQce,NA,NA,NA,NA,43.60169983,-70.23539734,anonymous,EN,Kindergarten,3,1,4,2,5,2138,4,2,5,1,3,Eating turkey,5,2,4,1,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,31,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,0,equal,NA,0,2014,3,126
127.2014,1/16/20 12:49,1/16/20 12:52,IP Address,100,201,TRUE,1/16/20 12:52,R_1poPj3Lmfb26TEg,NA,NA,NA,NA,42.36109924,-71.05180359,anonymous,EN,Kindergarten,1,3,5,4,2,2138,4,2,5,3,1,Eating turkey,1,5,3,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,45,Female,White,English,,Very Good,Other,day,Associate's degree,2,Somewhat liberal,1998,no,NA,NA,0,equal,NA,0,2014,5,127
128.2014,1/16/20 12:51,1/16/20 12:52,IP Address,100,81,TRUE,1/16/20 12:52,R_2fx4TfShZGRVxV7,NA,NA,NA,NA,32.85450745,-97.1359024,anonymous,EN,Kindergarten,2,1,3,4,5,2138,3,5,1,4,2,Eating turkey,4,1,3,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,The political climate and ongoing battles/wars have led people to become more wary.,25,Male,Asian,English,,Very Good,Other,day,Some graduate school,0,Somewhat liberal,NA,None,NA,NA,-2,less,NA,-2,2014,6,128
129.2014,1/16/20 12:53,1/16/20 12:55,IP Address,100,79,TRUE,1/16/20 12:55,R_2VQ6sDs3MXZZ4l9,NA,NA,NA,NA,42.81750488,-85.51809692,anonymous,EN,Kindergarten,5,2,1,3,4,2138,1,5,2,4,3,Eating turkey,1,3,4,2,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,20,Male,White,English,,Fair,Other,day,High school diploma,0,Neither liberal nor conservative,NA,,NA,NA,0,equal,NA,0,2014,4,129
130.2014,1/16/20 12:53,1/16/20 12:56,IP Address,100,166,TRUE,1/16/20 12:56,R_w80KAYhdPUYmDyV,NA,NA,NA,NA,35.08920288,-80.81939697,anonymous,EN,Kindergarten,2,1,3,5,4,2138,2,5,3,4,1,Eating turkey,1,5,3,4,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,61,Male,White,English,,Very Good,Other,day,High school diploma,2,Somewhat liberal,1980,,NA,NA,0,equal,NA,0,2014,5,130
131.2014,1/16/20 12:57,1/16/20 12:58,IP Address,100,76,TRUE,1/16/20 12:58,R_cILhp5zDDchFmz7,NA,NA,NA,NA,31.57910156,-84.21379852,anonymous,EN,Kindergarten,3,1,4,5,2,2138,4,1,5,3,2,Eating turkey,5,2,3,4,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,25,Male,White,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2014,5,131
132.2014,1/16/20 12:59,1/16/20 13:00,IP Address,100,92,TRUE,1/16/20 13:00,R_3p6dapA8M0vm1df,NA,NA,NA,NA,41.56359863,-88.21569824,anonymous,EN,Kindergarten,1,5,3,4,2,2138,5,2,1,3,4,Eating turkey,5,2,1,4,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,There have been a lot of social and economic issues that have arisen the past decade that have changed the overall temperament of people.,30,Male,Asian,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-2,less,NA,-2,2014,5,132
133.2014,1/16/20 12:59,1/16/20 13:01,IP Address,100,97,TRUE,1/16/20 13:01,R_2WO6Alm0SsMY1Kw,NA,NA,NA,NA,37.38659668,-89.65299988,anonymous,EN,Kindergarten,5,3,1,2,4,2138,5,1,4,3,2,Eating turkey,5,2,4,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,70,Female,White,English,,Very Good,Other,day,Graduate school,2,Somewhat conservative,1973,,NA,NA,0,equal,NA,0,2014,5,133
134.2014,1/16/20 13:02,1/16/20 13:03,IP Address,100,64,TRUE,1/16/20 13:03,R_23aeIpQyB28Ce81,NA,NA,NA,NA,41.36230469,-96.15750122,anonymous,EN,Kindergarten,2,1,5,3,4,2138,4,1,3,2,5,Eating turkey,3,1,5,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,33,Male,White,English,,Very Good,Other,day,Some college,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2014,6,134
135.2014,1/16/20 13:01,1/16/20 13:07,IP Address,100,332,TRUE,1/16/20 13:07,R_3CC5BgUDwdEwX2c,NA,NA,NA,NA,25.81190491,-80.23179626,anonymous,EN,Kindergarten,1,5,2,3,4,2138,4,1,3,5,2,Eating turkey,1,4,3,2,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,The internet grew more and people felt more toxicity from everywhere that it started to spread. Now people thinks its okay to disrespect someone opinion so they can brag about it online.,28,Male,Hispanic or Latino Origin,English,,Fair,Other,day,Some college,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2014,4,135
136.2014,1/16/20 13:05,1/16/20 13:08,IP Address,100,210,TRUE,1/16/20 13:08,R_Ah37QFM2pcZ2wdX,NA,NA,NA,NA,42.88989258,-85.6147995,anonymous,EN,Kindergarten,3,2,4,1,5,2138,5,4,3,1,2,Eating turkey,2,1,4,3,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"I think as technology has advanced, it has made people less friendly and nice to other person, especially strangers. We hear a lot about how bad people are online and bad news travels fast, so some people feel like more bad is occurring these days. We are also always looking at our devices rather than living in the moment with people and interacting kindly like we used to.",28,Female,White,English,,Very Good,Other,day,Associate's degree,1,Somewhat liberal,2012,Unique study!,NA,NA,-1,less,NA,-1,2014,4,136
137.2014,1/16/20 13:08,1/16/20 13:12,IP Address,100,269,TRUE,1/16/20 13:12,R_25sInzji5uVlsh7,NA,NA,NA,NA,37.3881073,-121.8755951,anonymous,EN,Kindergarten,4,5,1,3,2,2138,5,4,2,1,3,Eating turkey,2,3,4,1,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Catastrophic events, political correctness has contributed to a growing rift between separate cultures. This has made people less kind, honest, and good because of a lack of trust.",40,Male,White,English,,Very Good,Other,day,Four-year college degree,1,Somewhat liberal,2019,The survey was clear and concise.,NA,NA,-2,less,NA,-2,2014,5,137
138.2014,1/16/20 13:21,1/16/20 13:22,IP Address,100,84,TRUE,1/16/20 13:22,R_2aXhegYKYyAGfjs,NA,NA,NA,NA,41.68530273,-72.92960358,anonymous,EN,Kindergarten,3,2,5,4,1,2138,2,1,5,4,3,Eating turkey,4,3,2,1,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,38,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,Four-year college degree,2,Very liberal,2013,,NA,NA,0,equal,NA,0,2014,4,138
139.2014,1/16/20 13:20,1/16/20 13:25,IP Address,100,339,TRUE,1/16/20 13:25,R_2AEXf943AwZCwt4,NA,NA,NA,NA,39.10009766,-94.57820129,anonymous,EN,Kindergarten,3,4,1,5,2,2138,2,4,3,1,5,Eating turkey,5,4,2,3,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"I believe people getting older, the birth of social media and the political climate has caused people to be less kind, honest and good.",34,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,2,Very liberal,2010,No.,NA,NA,-3,less,NA,-3,2014,7,139
140.2014,1/16/20 13:24,1/16/20 13:27,IP Address,100,183,TRUE,1/16/20 13:27,R_2V2x0O71hQmjy2X,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,Kindergarten,4,3,2,5,1,2138,5,3,2,4,1,Eating turkey,2,4,1,3,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,29,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2014,4,140
141.2014,1/16/20 13:32,1/16/20 13:34,IP Address,100,131,TRUE,1/16/20 13:34,R_1jlJVz3cVPZv8hw,NA,NA,NA,NA,28.90249634,-81.2480011,anonymous,EN,Kindergarten,3,1,2,5,4,2138,3,1,2,5,4,Eating turkey,3,5,1,2,4,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Unsure. It seems people have begun to focus on themselves more than paying any attention to other people.,22,Female,Black or African-American,English,,Very Good,Other,day,Some graduate school,0,Somewhat conservative,NA,,NA,NA,-1,less,NA,-1,2014,5,141
142.2014,1/16/20 13:37,1/16/20 13:41,IP Address,100,201,TRUE,1/16/20 13:41,R_1gq1MKEyhyzYu5o,NA,NA,NA,NA,40.03450012,-75.11930084,anonymous,EN,Kindergarten,4,5,1,3,2,2138,1,3,4,5,2,Eating turkey,5,3,1,4,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,So many cultures fighting to protect their cultural rights practices have made a division with people being less kind to each other.,40,Male,White,English,,Very Good,Other,day,High school diploma,0,Neither liberal nor conservative,NA,,NA,NA,-1,less,NA,-1,2014,6,142
143.2014,1/16/20 13:58,1/16/20 13:59,IP Address,100,79,TRUE,1/16/20 13:59,R_2eOJD65KBIC7tKX,NA,NA,NA,NA,32.37789917,-90.12729645,anonymous,EN,Kindergarten,5,2,3,1,4,2138,1,5,2,3,4,Eating turkey,4,5,2,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,52,Female,More than 1 of the above,English,,Very Good,Other,day,Graduate school,2,Very liberal,2006,none,NA,NA,0,equal,NA,0,2014,6,143
144.2014,1/16/20 14:03,1/16/20 14:04,IP Address,100,72,TRUE,1/16/20 14:04,R_1jIMdhNwM064xe6,NA,NA,NA,NA,25.7592926,-80.35510254,anonymous,EN,Kindergarten,1,4,3,2,5,2138,5,3,1,2,4,Eating turkey,2,5,1,4,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,34,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,Some college,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2014,4,144
145.2014,1/16/20 14:03,1/16/20 14:05,IP Address,100,88,TRUE,1/16/20 14:05,R_cA9rQywiwus5ukV,NA,NA,NA,NA,30.75439453,-88.26599884,anonymous,EN,Kindergarten,2,1,3,4,5,2138,1,3,5,4,2,Eating turkey,1,3,4,5,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,28,Male,White,English,,Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2014,3,145
146.2014,1/16/20 14:19,1/16/20 14:26,IP Address,100,377,TRUE,1/16/20 14:26,R_3gRBhyjz8gx8RBB,NA,NA,NA,NA,47.75410461,-122.2474976,anonymous,EN,Kindergarten,4,5,3,2,1,2138,2,4,1,3,5,Eating turkey,5,2,4,3,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Donald Trump's rhetoric, corruption and lies.  Also Russian interference using social media platforms is systematically dividing our country.",51,Female,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat liberal,1995,,NA,NA,-1,less,NA,-1,2014,6,146
147.2014,1/16/20 14:31,1/16/20 14:36,IP Address,100,271,TRUE,1/16/20 14:36,R_2CwwF0ZZ9FwtSch,NA,NA,NA,NA,35.12930298,-80.86399841,anonymous,EN,Kindergarten,3,5,1,2,4,2138,5,2,1,4,3,Eating turkey,1,4,3,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"much more corruption in society and government, people just don't seem to care any more.",53,Male,White,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,NA,have a good day :),NA,NA,-1,less,NA,-1,2014,5,147
148.2014,1/16/20 14:56,1/16/20 15:00,IP Address,100,254,TRUE,1/16/20 15:00,R_3pnJsOpBpCC6sGF,NA,NA,NA,NA,37.92269897,-83.26100159,anonymous,EN,Kindergarten,3,5,1,4,2,2138,5,4,3,1,2,Eating turkey,3,4,2,5,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"younger generation has no respect, they took God out of school and everything else",52,Female,White,English,,Very Good,Other,day,High school diploma,4+,Somewhat liberal,1986,,NA,NA,-1,less,NA,-1,2014,4,148
1.2012,1/15/20 20:46,1/15/20 20:48,IP Address,100,89,TRUE,1/15/20 20:48,R_22GhjlYIke6xtFs,NA,NA,NA,NA,39.58839417,-105.0775986,anonymous,EN,Kindergarten,2,4,5,3,1,2138,1,3,4,2,5,Eating turkey,5,4,2,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,62,Female,White,English,,Very Good,Other,day,Four-year college degree,1,Very conservative,1979,Thank you.,NA,NA,0,equal,NA,0,2012,6,1
2.2012,1/15/20 20:47,1/15/20 20:51,IP Address,100,193,TRUE,1/15/20 20:51,R_6EWA8qviBagVaRH,NA,NA,NA,NA,41.94500732,-87.79959869,anonymous,EN,Kindergarten,1,5,4,2,3,2138,5,4,1,2,3,Eating turkey,5,4,2,3,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Changes in the economy, weather, and laws.",52,Female,White,English,,Very Good,Other,day,Some college,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2012,6,2
