,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,X2015,X2010,X2005,X2000,X1995,X1990,X1985,X1980,X1975,X2000_born,X1995_born,X1990_born,X1985_born,X1980_born,X1975_born,X1970_born,X1965_born,X1960_born,X1955_.born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,diff,diff_born,diff_20,diff_cat,cat,cat2,born_minus_twenty,twenty_minus_today,born_minus_today,time,rating,participant
118.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,269,TRUE,1/29/20 10:30,R_1H1curV5dHxJrUy,NA,NA,NA,NA,29.75450134,-95.40930176,anonymous,EN,35-39,Bell bottoms,4,1,5,2,3,A wedding invitation,3,1,2,5,4,An elevator,1,2,4,3,5,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,2,6,,,,,,,,,,,,,,"Entitlement is accepted, celebrated, and glorified these days. Previously, people were more grateful than entitled.",,,,,,,36,Male,Black or African-American,"$75,000 - $95,000",Other,apple,Four-year college degree,4+,Neither liberal nor conservative,2011,,NA,NA,-3,-3,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,2,1,3,twenty,5,118
119.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,261,TRUE,1/29/20 10:30,R_0PxJaQ2RQb2hxpn,NA,NA,NA,NA,40.75030518,-74.00140381,anonymous,EN,40-44,Bell bottoms,2,3,1,5,4,A wedding invitation,3,1,4,2,5,An elevator,2,5,3,1,4,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,3,5,,,,,,,,,,,,,,,"I think people in general are just more grunpy today due to high cost of living, not making enough money, politics, and having to deal with more political correct garbage at the workplace. Life was more simple 40 years ago when wage more closely matched cost of living and much less political correctness being shoved down our throats at work and through the media.",,,,,,41,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,1,2,twenty,5,119
120.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,223,TRUE,1/29/20 10:30,R_2ZKxPZ7lf8udSFR,NA,NA,NA,NA,41.72950745,-80.7492981,anonymous,EN,55-59,Bell bottoms,3,2,5,4,1,A wedding invitation,4,5,3,2,1,An elevator,5,4,1,2,3,I consent to take part in this study,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",,,5,4,4,,,,,,,,,,,,,,,,,,Politics and wars,,,55,Female,White,"$15,000 - $35,000",Other,Apple,Some college,3,Neither liberal nor conservative,1989,,NA,NA,-2,-2,-3,less,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",less,-1,3,2,twenty,6,120
121.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,232,TRUE,1/29/20 10:30,R_UyaU3i6qJnA4uCR,NA,NA,NA,NA,38.89759827,-77.5109024,anonymous,EN,40-44,Bell bottoms,4,3,2,1,5,A wedding invitation,2,5,3,4,1,An elevator,3,2,1,5,4,I consent to take part in this study,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,1,1,5,,,,,,,,,,,,,,,People are connected to the internet and are reading horrible stories all of the time and this is leading to people having a large quantity of examples of people doing bad things to one another.   It corrodes you over time and you begin to not want to trust people.,,,,,,41,Male,White,"$150,000 - $200,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,2012,I'm happy that I do run into people that are honest and good.   I just wish that more people acted that way on a normal basis.,NA,NA,-2,-2,0,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,2,0,2,twenty,3,121
122.twenty,1/29/20 10:28,1/29/20 10:30,IP Address,100,110,TRUE,1/29/20 10:30,R_RpZHZw9VChNgozn,NA,NA,NA,NA,36.22399902,-83.31790161,anonymous,EN,40-44,Bell bottoms,2,4,5,3,1,A wedding invitation,5,4,3,2,1,An elevator,5,3,1,4,2,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,44,Female,White,"$55,000 - $75,000",Other,apple,Some college,4+,Very liberal,1994,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,twenty,5,122
123.twenty,1/29/20 10:27,1/29/20 10:30,IP Address,100,186,TRUE,1/29/20 10:30,R_3CZ5CeTAkKbEiIz,NA,NA,NA,NA,38.69749451,-121.2714005,anonymous,EN,25-29,Bell bottoms,4,2,5,1,3,A wedding invitation,5,2,4,1,3,An elevator,4,2,5,1,3,I consent to take part in this study,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,3,2,,,,,,,,,,,,i feel like people are more self centered today because everyone is really busy. this does not leave much room in anyones life to care for other people,,,,,,,,,29,Female,White,"$35,000 - $55,000",Other,apple,Some college,2,Neither liberal nor conservative,2009,i have none,NA,NA,-2,-2,0,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,2,0,2,twenty,3,123
124.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,276,TRUE,1/29/20 10:30,R_aYoVGUB1AOjgkJX,NA,NA,NA,NA,41.55160522,-90.50170135,anonymous,EN,30-34,Bell bottoms,5,2,3,1,4,A wedding invitation,3,2,4,5,1,An elevator,5,4,3,2,1,I consent to take part in this study,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,5,4,6,,,,,,,,,,,,,social media,,,,,,,,33,Male,Asian,"$75,000 - $95,000",Other,apple,Four-year college degree,2,Somewhat liberal,2008,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,twenty,6,124
125.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,241,TRUE,1/29/20 10:30,R_eJP9cgfPdfPhnTH,NA,NA,NA,NA,25.72590637,-80.4036026,anonymous,EN,35-39,Bell bottoms,3,5,2,1,4,A wedding invitation,2,4,1,3,5,An elevator,4,5,2,3,1,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,3,2,1,,,,,,,,,,,,,,"There is an increase in knowledge of a lot of bad things. After the second world war and the increase in television and entertainment, including computers, there has been more access to occult knowledge. This leads to a generation that is consequentially less innocent.",,,,,,,36,Male,Hispanic or Latino Origin,"less than $15,000",Other,apple,Four-year college degree,0,Somewhat conservative,NA,"No comments, thanks.",NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,1,1,twenty,4,125
126.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,275,TRUE,1/29/20 10:30,R_2fxQxvJVIThJKfW,NA,NA,NA,NA,39.55160522,-97.65679932,anonymous,EN,40-44,Bell bottoms,3,4,5,2,1,A wedding invitation,2,3,4,5,1,An elevator,2,1,4,5,3,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,3,4,,,,,,,,,,,,,,,"people are not as involved in their communities, religion, or their neighborhoods as they were 40 years ago. everything is about ""me, me, me"" now and not for your fellow neighbor. ",,,,,,42,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,2004,n/a,NA,NA,-1,-1,-2,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,-1,2,1,twenty,6,126
127.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,228,TRUE,1/29/20 10:30,R_2Sq568QrymGC7qv,NA,NA,NA,NA,30.49079895,-84.31580353,anonymous,EN,55-59,Bell bottoms,4,3,2,1,5,A wedding invitation,4,5,2,3,1,An elevator,1,5,2,4,3,I consent to take part in this study,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",,,7,6,7,,,,,,,,,,,,,,,,,,"Today everyone is in a rush and expects instant gratification whereas 55 years ago, everyone knew nothing could be rushed because science and technology had not improved in the manner they have now.",,,55,Female,White,"$95,000 - $150,000",Other,apple,Associate's degree,2,Somewhat liberal,1993,Fun survey!,NA,NA,-3,-3,-3,less,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",less,0,3,3,twenty,7,127
128.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,237,TRUE,1/29/20 10:30,R_1q2KwFNgp45TLqx,NA,NA,NA,NA,41.37219238,-82.10870361,anonymous,EN,35-39,Bell bottoms,4,5,3,2,1,A wedding invitation,1,4,2,3,5,An elevator,1,5,2,3,4,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,39,Female,White,"$55,000 - $75,000",Other,apple,Associate's degree,1,Very liberal,2013,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,0,0,0,twenty,5,128
129.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,268,TRUE,1/29/20 10:30,R_31FXx1O4HQis8NR,NA,NA,NA,NA,33.83360291,-84.37969971,anonymous,EN,40-44,Bell bottoms,5,2,4,3,1,A wedding invitation,3,4,2,5,1,An elevator,2,3,5,4,1,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,6,6,,,,,,,,,,,,,,,"The internet. I don't really think people are different, but they feel much freer to express their worst sides online, and finding like minded people makes them feel freer to express it in the real world.",,,,,,42,Male,White,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat liberal,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,0,1,twenty,5,129
130.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,285,TRUE,1/29/20 10:30,R_vcpj9Zpmer1SezL,NA,NA,NA,NA,44.80870056,-95.5515976,anonymous,EN,45-49,Bell bottoms,5,3,2,4,1,A wedding invitation,3,2,1,5,4,An elevator,3,4,1,5,2,I consent to take part in this study,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,4,1,7,,,,,,,,,,,,,,,,I believe it could have something to do with the economy and how things are currently going in the united states. Now a days things are pretty bleak out there and that can take a toll on anyone. Things aren't as clean and simple as it was back in the day when jobs were more available. ,,,,,45,Female,Hispanic or Latino Origin,"$55,000 - $75,000",Other,apple,Associate's degree,3,Somewhat liberal,1992,thanks,NA,NA,-4,-4,-2,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,2,2,4,twenty,3,130
131.twenty,1/29/20 10:27,1/29/20 10:30,IP Address,100,216,TRUE,1/29/20 10:30,R_tYT2d94FWYAdrzz,NA,NA,NA,NA,35.58309937,-78.7881012,anonymous,EN,45-49,Bell bottoms,5,4,1,2,3,A wedding invitation,5,3,2,1,4,An elevator,1,3,4,2,5,I consent to take part in this study,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,6,6,6,,,,,,,,,,,,,,,,I think entitlement and social media. I feel like people can be really mean behind a screen,,,,,48,Female,White,"$95,000 - $150,000",Other,apple,High school diploma,3,Somewhat conservative,1992,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,1,0,1,twenty,6,131
132.twenty,1/29/20 10:28,1/29/20 10:30,IP Address,100,150,TRUE,1/29/20 10:30,R_2XhThI6bbTb1w0X,NA,NA,NA,NA,29.97799683,-95.45069885,anonymous,EN,40-44,Bell bottoms,2,5,1,3,4,A wedding invitation,1,4,3,5,2,An elevator,5,2,4,3,1,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,4,1,6,,,,,,,,,,,,,,,LACK OF DISCIPLINE AND FAMILY MORALS,,,,,,40,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,1,Very conservative,2010,,NA,NA,-4,-4,-3,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,3,4,twenty,6,132
133.twenty,1/29/20 10:29,1/29/20 10:30,IP Address,100,90,TRUE,1/29/20 10:30,R_2BgkZKFgKjXXDRf,NA,NA,NA,NA,41.63250732,-81.40339661,anonymous,EN,18-24,Bell bottoms,4,5,3,1,2,A wedding invitation,4,1,5,2,3,An elevator,3,1,2,4,5,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,6,4,3,Subjects that were shamed in the past are either met more openly or platforms that allow people to express themselves are available.,,,,,,,,,,,,,,,,,,,,20,Male,Black or African-American,"$55,000 - $75,000",Other,apple,High school diploma,0,Somewhat liberal,NA,,NA,NA,1,1,NA,more,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",more,NA,NA,-1,twenty,NA,133
134.twenty,1/29/20 10:26,1/29/20 10:30,IP Address,100,267,TRUE,1/29/20 10:30,R_XQZtyFkSHwsUqdj,NA,NA,NA,NA,41.84860229,-87.62879944,anonymous,EN,30-34,Bell bottoms,4,1,5,2,3,A wedding invitation,5,4,2,1,3,An elevator,1,2,5,4,3,I consent to take part in this study,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,2,2,4,,,,,,,,,,,,,"Social media has turned attention into a commodity. We operate, today, under a constant need for attention and validation. This high degree of focus on attention seeking has increased narcissistic and selfish qualities in the general population. Also, cable news has intentionally created division in society to sell advertising time, which leads to low levels of trust and high levels of paranoia. So, we're basically all paranoid narcissists because of media companies now.",,,,,,,,33,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,2,Somewhat liberal,2016,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,twenty,3,134
135.twenty,1/29/20 10:29,1/29/20 10:30,IP Address,100,91,TRUE,1/29/20 10:30,R_1hW5oAAImY9SNeT,NA,NA,NA,NA,32.88760376,-97.21320343,anonymous,EN,30-34,Bell bottoms,4,2,5,1,3,A wedding invitation,2,4,3,1,5,An elevator,1,4,3,2,5,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,3,4,,,,,,,,,,,,,Convenience causes people to be more impatient. ,,,,,,,,34,Female,White,"$35,000 - $55,000",Other,apple,Associate's degree,0,Somewhat liberal,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,twenty,5,135
136.twenty,1/29/20 10:26,1/29/20 10:31,IP Address,100,273,TRUE,1/29/20 10:31,R_Tt7yi4X1yeUOcFj,NA,NA,NA,NA,43.04350281,-76.28170013,anonymous,EN,50-54,Bell bottoms,5,3,4,2,1,A wedding invitation,4,5,3,2,1,An elevator,4,2,5,1,3,I consent to take part in this study,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,4,3,4,,,,,,,,,,,,,,,,,"I think that the fast pace of life, and the internet, texting, violent gaming all contribute to this.",,,,50,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,1,1,2,twenty,4,136
137.twenty,1/29/20 10:27,1/29/20 10:31,IP Address,100,223,TRUE,1/29/20 10:31,R_11jcF1PZqAKo6D4,NA,NA,NA,NA,38.42799377,-83.70800018,anonymous,EN,55-59,Bell bottoms,2,4,1,5,3,A wedding invitation,1,3,5,2,4,An elevator,3,5,2,4,1,I consent to take part in this study,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",,,7,5,7,,,,,,,,,,,,,,,,,,"I think it has to do with trust , that there is so much going on and people stop showing their children how to respect someone ",,,57,Female,White,"$15,000 - $35,000",Other,apple,Associate's degree,1,Somewhat conservative,1986,great study ,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",less,1,1,2,twenty,6,137
138.twenty,1/29/20 10:28,1/29/20 10:31,IP Address,100,175,TRUE,1/29/20 10:31,R_3hEbPsDyTq60yfJ,NA,NA,NA,NA,26.01620483,-80.19550323,anonymous,EN,25-29,Bell bottoms,2,5,1,4,3,A wedding invitation,4,5,3,2,1,An elevator,2,5,3,1,4,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,4,5,,,,,,,,,,,,,,,,,,,,,29,Male,White,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,twenty,4,138
139.twenty,1/29/20 10:27,1/29/20 10:31,IP Address,100,196,TRUE,1/29/20 10:31,R_2VedIY4gYzvTnaY,NA,NA,NA,NA,35.95579529,-95.65000153,anonymous,EN,25-29,Bell bottoms,4,5,1,3,2,A wedding invitation,1,4,3,2,5,An elevator,1,5,2,3,4,I consent to take part in this study,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,6,5,,,,,,,,,,,,"Technology (esp. social media and smartphones) keep people looking down. Nobody talks in person, and it is therefore harder to relate to others. People commonly forget the humanity of other individuals and treat them like dirt, simply because anonymity is a given in almost any venue.",,,,,,,,,25,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,-3,-3,-1,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,2,1,3,twenty,3,139
140.twenty,1/29/20 10:27,1/29/20 10:31,IP Address,100,214,TRUE,1/29/20 10:31,R_QlDm97InGxL3jTb,NA,NA,NA,NA,29.77560425,-95.30819702,anonymous,EN,60-64,Bell bottoms,1,5,4,2,3,A wedding invitation,5,3,4,1,2,An elevator,1,2,5,3,4,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",,6,1,7,,,,,,,,,,,,,,,,,,,A rejection of Christian faith and principles.,,60,Male,Hispanic or Latino Origin,"$95,000 - $150,000",Other,apple,Some college,2,Somewhat conservative,1979,No.,NA,NA,-6,-6,-4,less,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",less,2,4,6,twenty,5,140
141.twenty,1/29/20 10:26,1/29/20 10:31,IP Address,100,285,TRUE,1/29/20 10:31,R_2zDaVDz65dHsrL1,NA,NA,NA,NA,30.36680603,-81.58730316,anonymous,EN,45-49,Bell bottoms,4,1,3,5,2,A wedding invitation,1,5,4,2,3,An elevator,2,5,4,3,1,I consent to take part in this study,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,49,Male,White,"$95,000 - $150,000",Other,apple,Some graduate school,2,Somewhat conservative,2002,Thank you for the opportunity to participate,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,twenty,6,141
142.twenty,1/29/20 10:27,1/29/20 10:31,IP Address,100,251,TRUE,1/29/20 10:31,R_3iKfHxbVGujfCVa,NA,NA,NA,NA,34.65460205,-80.36389923,anonymous,EN,40-44,Bell bottoms,2,1,5,3,4,A wedding invitation,5,2,3,1,4,An elevator,2,5,3,4,1,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,44,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,twenty,5,142
143.twenty,1/29/20 10:26,1/29/20 10:31,IP Address,100,282,TRUE,1/29/20 10:31,R_C7TQEJiTnaGxdYd,NA,NA,NA,NA,47.69749451,-116.7807999,anonymous,EN,40-44,Bell bottoms,2,5,1,3,4,A wedding invitation,4,2,3,5,1,An elevator,1,2,3,4,5,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,2,6,,,,,,,,,,,,,,,"I believe several things have occurred.  It is harder to make a living today.  Usually 2 people have to work in a family to survive.  There is less discipline in the world, and several things ""especially politics"" have separated people.  More favoritism.",,,,,,42,Male,White,"$15,000 - $35,000",Other,apple,Some college,3,Somewhat liberal,1996,People seem to be less polite today.,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,1,2,twenty,5,143
