RecordedDate,Duration__in_seconds_,Progress,ResponseId,Country,Language,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,edu,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,AttCheck2,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/27/2020,6467,100,R_2s0TbvzhCpikRS0,the Netherlands,NL,4,2,8,8,10,7,7,10,8,10,0,6,4,6,8,90,8,2,8,7,1,2,0,3,2,0,0,0,0,2,9,9,9,0,0,5,7,8,6,1,5,5,8,7,6,5,8,5,7,8,3,5,8,3,2,1,2,1,0,6,7,0,0,6,2,6,6,4,5,20,70,5,4,8,25 cent,3 minuten,7 uur,1, ,55,3,3,0,1, ,3,2,1,2,213,0,.434259790573836,.436813267130621,.44848005224607,.463281603515297
5/1/2020,406601,100,R_2S2Iu7kliQvcA8z,the Netherlands,NL,9,1,5,9,10,8,8,10,2,10,7,7,3,9,2,100,0,0,5,6,2,8,2,9,3,0,0,0,0,2,9,9,8,0,1,2,2,2,2,3,2,3,9,8,3,7,6,6,6,6,7,4,8,8,6,4,8,6,3,9,6,4,2,4,6,2,8,7,7,80,70,8,6,6,50,300 minuten,4 uur,1, ,26,2,2,0,4, ,3,1,1,1,213,0,.620520657953963,.623074134510747,.634740919626197,.649542470895424
4/27/2020,4904,100,R_2S3kym63bJBmruC,the Netherlands,NL,7,7,6,7,9,7,8,9,8,9,5,5,3,5,9,0,10,90,7,8,3,3,3,8,6,6,2,6,4,3,9,9,9,0,0,7,3,7,7,7,7,7,9,8,9,9,9,9,4,6,4,2,5,6,4,4,7,5,2,10,9,0,1,6,3,1,2,7,9,60,60,5,12,8,25,300,4,2, ,25,2,2,0,3, ,6,1,1,1,213,0,2.01862206803481,2.0211755445916,2.03284232970705,2.04764388097627
4/27/2020,3539,100,R_2SBjX0QrUndSFCa,the Netherlands,NL,8,3,7,10,10,10,10,8,7,10,6,6,3,6,6,50,50,0,7,7,5,5,5,7,1,1,0,0,0,2,10,10,10,0,0,2,7,9,6,3,2,7,9,9,8,8,10,10,7,9,4,0,8,7,2,1,7,4,0,5,0,5,0,5,5,10,0,0,0,10,10,7,7,7,50,3 minuten,7,1, ,65,3,2,2,6,Zelfstandige,3,2,1,1,213,0,.585713584387701,.588267060944485,.599933846059935,.614735397329161
4/26/2020,3219,100,R_2SBK2aspggw3mQF,the Netherlands,NL,8,7,9,9,10,7,6,9,7,10,7,9,5,9,7,100,0,0,6,7,3,5,1,7,6,1,0,0,0,2,9,10,9,0,1,7,7,7,8,7,5,8,8,6,7,8,8,7,3,7,7,4,7,3,3,1,7,4,3,9,8,5,0,7,5,2,6,8,8,10,10,2,13,7,25 cent,3 minuten,7 uur,1, ,46,3,1,0,2, ,5,1,1,1,213,0,1.35829058540226,1.36084406195905,1.3725108470745,1.38731239834372
4/24/2020,2056,100,R_2SddxMn9pEFjHck,the Netherlands,NL,9,0,10,10,10,10,10,10,8,10,10,10,10,10,10,20,50,30,6,7,7,6,7,9,8,0,0,0,0,7,10,10,10,0,0,8,5,7,5,5,7,7,7,7,9,9,8,10,7,7,8,0,3,0,4,0,4,4,0,9,9,6,0,8,7,0,6,4,9,40,40,6,11,7,50 cent,300 minuten,4 uur,2, ,63,6,3,2,6,Arbeidsongeschikt,5,2,1,1,213,0,.720781858047332,.723335334604116,.735002119719566,.749803670988793
4/26/2020,1688,100,R_2SIdlzEDczxeaOq,the Netherlands,NL,10,1,10,10,10,9,9,10,8,10,8,9,4,9,9,50,50,0,3,3,5,3,6,9,9,2,1,0,0,3,10,10,10,0,2,7,7,7,5,5,5,5,5,6,8,8,5,9,5,8,7,4,5,1,2,2,2,2,2,10,8,5,0,5,5,2,5,2,9,50,50,8,14,2,50,3 minuten,7,2, ,55,3,1,2,1, ,5,1,1,1,213,0,1.16645427748434,1.16900775404112,1.18067453915657,1.1954760904258
4/28/2020,92716,100,R_2Sp1vp9QUZIC3U6,the Netherlands,NL,3,8,3,10,10,6,4,3,0,1,2,6,0,7,9,50,0,50,7,9,0,5,1,8,3,0,0,0,0,3,6,6,7,1,1,2,4,7,7,5,4,5,9,9,9,9,8,10,4,7,7,1,9,6,3,2,5,3,0,5,8,0,0,8,8,1,10,8,10,50,60,5,3,8,25,3,7,1, ,67,1,3,5,6,zzp,1,2,1,1,213,0,.387430210333495,.38998368689028,.401650472005729,.416452023274956
4/26/2020,891,100,R_2t8VokHxVc3ESM3,the Netherlands,NL,6,7,4,8,10,9,7,8,6,10,6,2,0,5,8,0,60,40,6,7,3,7,0,10,8,0,0,0,0,7,8,8,8,2,1,7,6,8,7,8,7,7,6,8,7,7,8,7,7,8,4,3,7,7,3,4,7,5,3,8,8,7,2,6,6,6,4,4,6,30,70,7,6,9,50,1,7,1, ,23,4,1,0,1, ,5,1,1,1,213,0,.191550163598246,.194103640155031,.20577042527048,.220571976539707
4/27/2020,54637,100,R_2tA9wRbgRGRHQSp,the Netherlands,NL,9,2,9,10,10,7,9,5,3,9,10,9,8,10,9,20,50,30,8,7,2,3,2,10,8,0,0,0,0,2,10,10,10,0,1,7,5,8,6,5,8,8,7,6,8,7,8,7,8,10,3,3,8,3,3,6,5,2,1,8,8,5,1,5,5,2,3,3,7,20,30,6,10,7,50,900, ,1, ,66,5,1,4,1, ,4,1,1,1,213,0,.565790915431117,.568344391987901,.580011177103351,.594812728372577
4/26/2020,1649,100,R_2tAmPGonDVj9uWT,the Netherlands,NL,9,0,4,9,8,10,10,8,4,9,10,9,7,8,8,30,20,50,6,6,7,8,6,8,8,0,0,0,0,4,8,8,8,2,5,8,7,7,6,5,6,8,4,3,6,4,5,4,4,4,7,6,3,3,3,4,6,3,6,10,8,3,0,4,3,4,2,4,10,60,40,2,11,7,25,300,7,2, ,27,3,1,0,2, ,8,1,1,1,213,0,.776173804833911,.778727281390696,.790394066506145,.805195617775372
4/28/2020,1259,100,R_2TBJWoXAEVF42J1,the Netherlands,NL,7,10,9,10,10,9,9,1,1,3,8,7,1,7,7,50,10,40,6,6,2,9,1,2,2,0,0,0,0,3,9,9,9,1,2,7,7,5,8,5,7,8,9,10,8,8,8,9,7,9,6,2,8,1,1,1,1,5,0,9,9,5,0,7,5,1,5,5,8,70,70,6,6,7,50,1 minuut,7 uur,1, ,49,3,1,0,1, ,4,1,1,1,213,0,1.30180512190717,1.30435859846395,1.3160253835794,1.33082693484863
4/24/2020,2947,100,R_2tEA5MQYfXJaZ2N,the Netherlands,NL,10,0,10,10,10,8,10,10,0,10,9,10,9,10,10,40,25,35,6,8,5,8,5,9,9,0,0,0,0,5,9,9,5,0,5,0,5,8,8,8,8,9,8,9,6,6,6,4,8,6,5,5,8,3,1,7,6,1,5,9,7,3,0,1,1,5,0,0,7,70,80,2,16,7,25,3 minuten,7,2, ,42,4,3,1,6,Huisvrouw,5,1,1,1,213,0,.522964823528808,.525518300085592,.537185085201042,.551986636470268
4/29/2020,77103,100,R_2tfCaM0ZLAAlcm0,the Netherlands,NL,7,5,7,9,9,7,7,0,0,9,5,5,5,10,10,60,20,20,8,8,5,5,5,8,8,2,0,0,0,3,7,7,7,2,2,3,5,8,3,8,3,3,7,7,5,5,7,5,6,7,5,6,5,6,1,3,3,3,2,8,8,5,2,2,2,5,5,2,5,50,50,3,12,6,25 cent,3 min,7 uur,1, ,58,3,3,2,1, ,3,1,1,2,213,0,.325612233493454,.328165710050238,.339832495165688,.354634046434914
4/24/2020,2177,100,R_2tFOs9NkPB5nz6R,the Netherlands,NL,7,7,2,8,8,6,6,3,0,7,4,4,7,10,7,0,100,0,9,9,5,7,0,10,10,0,0,0,0,6,10,10,10,0,0,5,0,9,9,1,10,10,7,7,3,0,5,4,4,6,7,0,8,7,4,6,6,5,3,4,3,0,6,3,0,7,3,3,2,40,40,6,12,8,25 cent,300 minuten,7 uur,1, ,69,1,2,3,5, ,1,2,1,1,213,0,.624740535847532,.627294012404317,.638960797519767,.653762348788993
4/24/2020,1405,100,R_2tGaxPDzyk9sdXd,the Netherlands,NL,9,10,10,10,10,10,10,10,0,10,9,10,0,10,10,0,50,50,7,7,0,2,0,5,5,0,0,0,0,2,10,10,10,0,0,5,5,10,6,7,10,5,8,8,1,6,4,4,9,10,1,0,5,0,0,0,0,5,5,10,10,5,0,8,10,0,0,8,7,90,90,4,14,9,25 cent,3 minuten,7 uur,1, ,22,3,1,0,4, ,3,1,1,1,213,0,.232957070493062,.235510547049847,.247177332165296,.261978883434523
4/27/2020,1109,100,R_2TnnP0y57zs3aTs,the Netherlands,NL,8,7,7,8,10,10,10,8,3,9,7,9,6,9,6,100,0,0,4,5,3,5,2,10,8,0,0,0,0,3,8,8,7,1,3,7,7,6,4,5,4,6,4,6,7,6,7,7,4,4,7,8,4,3,1,2,3,2,0,10,6,5,1,4,5,4,4,4,7,60,60,2,11,7,25,3,7,2, ,23,3,1,0,4, ,4,1,1,2,213,0,.623420689114687,.625974165671472,.637640950786921,.652442502056148
4/26/2020,154797,100,R_2To3jux4cDFGwZt,the Netherlands,NL,9,2,9,9,10,3,3,3,3,9,6,4,3,7,7,90,5,5,7,8,2,3,2, , ,0,0,0,0,3,8,7,7,2,3,6,6,6,6,6,6,6,7,7,8,8,8,9,3,7,7,3,3,4,3,6,3,3,6,8,4,9,1,4,3,3,3,3,8,80,80,6,12,9,50,3 minuten,7,2, ,41,1,3,1,2, ,3,1,1,2,213,0,.514177628851237,.516731105408022,.528397890523471,.543199441792698
4/24/2020,1936,100,R_2tollx6aIlJtQ4D,the Netherlands,NL,8,7,7,7,10,5,7,8,2,9,9,9,5,9,9,100,0,0,8,8,1,4,5,8,2,1,1,1,1,4,8,7,7,1,3,8,6,7,8,8,3,9,8,8,9,8,8,8,8,6,7,6,8,6,6,3,8,5,1,8,6,1,1,2,2,5,2,2,7,70,70,7,12,9,50 cent,900 minuten,4 uur,2, ,44,3,3,1,2, ,4,1,1,1,213,0,.591865321353987,.594418797910772,.606085583026221,.620887134295448
5/2/2020,1492,100,R_2Tq8XIfVKBV45GD,the Netherlands,NL,6,5,10,9,10,8,8,8,0,8,7,8,2,10,3,0,50,50,7,8,0,4,3,10,8,4,1,0,1,6,10,10,10,0,2,6,6,6,6,4,6,7,7,7,8,8,8,8,7,6,3,1,7,2,5,2,2,5,3,9,8,3,0,6,6,1,5,7,6,20,30,3,16,8,25,3,7,1, ,45,4,3,2,6,Zelfstandig,3,1,1,1,213,0,.508356637318444,.510910113875229,.522576898990678,.537378450259905
4/25/2020,1400,100,R_2Tq9HiXWzEVSsdX,the Netherlands,NL,6,9,10,10,10,9,9,9,7,10,2,9,3,10,10,50,50,0,7,7,2,2,2,7,5,0,10,0,0,9,9,10,9,9,9,5,7,7,3,2,8,8,6,8,9,9,9,9,7,7,3,2,7,3,3,1,1,1,1,10,8,1,1,8,2,8,2,6,8,40,70,7,11,9,50 cent,300 minuten,4 uur,2, ,61,3,3,2,5, ,3,1,1,1,213,0,1.39456480635048,1.39711828290727,1.40878506802272,1.42358661929194
4/24/2020,1998,100,R_2tr42bKzcPt49qo,the Netherlands,NL,6,3,5,8,10,8,9,9,8,10,4,6,4,7,4,50,50,0,7,7,6,6,5,5,4,3,3,3,3,6,7,7,7,3,4,7,5,8,8,6,4,5,4,7,4,5,6,4,8,8,6,3,7,4,6,4,6,4,6,8,5,5,4,7,7,8,0,4,6,40,40,8,5,7,10,3 minuten,7 uur,1, ,73,2,2,3,5, ,3,2,1,1,213,0,1.48418018192861,1.48673365848539,1.49840044360084,1.51320199487007
4/24/2020,2512,100,R_2trpqJlELBnqbpI,the Netherlands,NL,5,6,4,5,10,8,8,8,9,5,2,7,3,9,9,65,30,5,5,5,5,5,5,9,9,0,0,0,0,3,9,9,9,0,3,9,6,7,6,8,6,7,4,6,7,9,8,10,7,5,2,5,3,3,3,2,4,2,3,7,7,3,3,4,2,2,7,7,7,10,60,4,8,9,25,3,7,1, ,30,3,1,0,1, ,5,1,1,2,213,0,.379365047218073,.381918523774857,.393585308890307,.408386860159533
4/25/2020,2980,100,R_2tsYyaxetBs0FhS,the Netherlands,NL,10,10,10,10,10,6,10,9,2,10,0,7,9,2,8,25,60,15,3,6,1,2,2,8,7,0,0,0,0,7,10,10,10,0,0,5,5,9,5,8,5,5,6,7,5,9,8,10,6,8,7,4,4,7,1,3,3,5,1,7,7,0,0,5,2,0,7,5,3,60,60,7,5,8,50,3 minuten,7 uur,2, ,48,3,3,3,6,Zzp,4,1,1,1,213,0,2.25922244423411,2.2617759207909,2.27344270590635,2.28824425717557
4/27/2020,1229,100,R_2TT1LQt8tdccsd4,the Netherlands,NL,9,9,10,6,9,7,7,7,3,4,8,8,7,10,10,75,22,3,7,8,3,4,3,10,8,4,2,2,2,3,8,8,9,1,2,7,7,7,7,4,4,2,8,6,6,7,8,7,7,8,7,2,6,5,4,3,5,5,0,9,9,9,0,7,1,2,7,7,9,70,80,7,11,8,50,300,7,1, ,41,2,2,2,1, ,4,2,1,1,213,0,1.46572328215935,1.46827675871613,1.47994354383158,1.49474509510081
4/25/2020,85556,100,R_2TT8RwHhA5RK1vH,the Netherlands,NL,3,1,1,9,10,7,6,2,2,3,9,9,9,10,10,0,50,50,9,9,0, ,0,9,6,0,0,0,0,3,9,8,8,0,2,5,5,5,5,5, , ,8,8,9,9,9,10,9,9,4,4,8,0,0,0,0,0,0,8,6,1,2,1,2,4,2,6,6,10,20,4,11,9,25 cent,3 minuten,7 uur,2, ,33,1,3,0,1, ,4,2,1,2,213,0,.484942888403116,.487496364959901,.49916315007535,.513964701344577
4/24/2020,1795,100,R_2Tto2krapUz0ocA,the Netherlands,NL,10,0,10,10,10,5,5,6,5,9,10,10,10,10,10,50,50,0,9,8,8,7,3,8,5,6,4,3,0,3,4,8,7,0,0,5,5,8,7,4,5,5,9,9,10,8,1,7,5,8,6,6,7,6,2,2,6,1,1,8,6,0,0,0,5,2,0,0,7,80,50,7,11,8,25,3 minuten,7,1, ,40,4,2,0,1, ,7,2,1,1,213,0,1.03475355359365,1.03730703015044,1.04897381526589,1.06377536653512
4/24/2020,1692,100,R_2TtSlPdCGgWUl4f,the Netherlands,NL,4,9,4,7,10,9,9,3,8,10,8,9,2,10,7,35,30,35,5,5,5,8,7,7,5,0,0,0,0,2,7,8,7,4,0,8,6,8,9,7,8,8,7,6,8,8,7,9,2,8,8,9,7,5,5,7, ,7,3,10,7,8,0,6,5,2,5,7,9,50,40,7,10,7,25,3 minuten,7 uur,1, ,19,3,1,0,2, ,3,1,1,2,213,0,1.11943886824637,1.12199234480316,1.13365912991861,1.14846068118783
4/24/2020,1781,100,R_2TTxnZfSLtgBAyN,the Netherlands,NL,6,1,3,2,10,3,6,6,3,3,6,6,5,8,8,0,100,0,5,7,5,5,7,10,9,4,1,1,4,4,8,8,7,2,6,7,6,7,7,5,5,4,7,7,6,5,7,6,4,5,6,6,8,4,5,6,5,6,4,8,10,5,1,4,1,4,4,5,6,50,60,8,11,9,50,3,4,1, ,41,4,2,0,1, ,4,1,1,1,213,0,.272798355490649,.275351832047434,.287018617162883,.30182016843211
4/24/2020,2991,100,R_2TuZ1UAzHqIinKI,the Netherlands,NL,10,0,10,10,10,5,5,10,8,10,10,10,10,10,10,0,100,0,8,8,8,8,8,10,10,7,5,5,5,6,10,10,10,0,2,5,5,8,8,8,2,5,9,9,7,7,8,8,10,10,2,0,8,0,5,2,5,5,5,10,8,5,0,5,5,3,5,7,10,30,80,8,3,8,25 cent,3 minuten,7 uur,1, ,68,2,3,1,5, ,4,2,1,1,213,10,1.48418018192861,1.48673365848539,1.49840044360084,1.51320199487007
4/24/2020,1269,100,R_2tx8bQ8D74mmKvh,the Netherlands,NL,9,7,6,9,10,6,7,6,4,6,3,7,3,7,8,60,30,10,4,3,3,7,4,8,6,0,0,0,0,2,8,8,9,0,3,8,4,7,3,8,3,4,7,9,6,7,7,6,2,7,8,7,6,3,1,3,3,4,2,8,9,3,0,6,7,2,7,6,6,60,80,8,5,3,25,3,7,1, ,27,3,1,0,4, ,5,2,1,2,213,0,.771022225410596,.773575701967381,.785242487082831,.800044038352057
4/25/2020,55428,100,R_2TzKOtczcc5QK6O,the Netherlands,NL,7,3,8,8,10,6,7,3,2,8,6,7,8,8,9,50,50,0,7,8,1,4,1,6,2,2,1,0,0,3,7,5,8,0,2,7,7,8,8,5,9,9,7,7,7,7,6,7,4,7,6,4,5,6,1,1,6,4,0,9,7,6,1,4,5,2,3,4,8,30,40,6,4,6,50 cent,3 minuten,7 uur,2, ,26,1,2,0,1, ,3,1,1,1,213,0,.411861868359184,.414415344915968,.426082130031418,.440883681300644
4/24/2020,1399,100,R_2U41v49RiLRW3lX,the Netherlands,NL,10,8,10,10,10,7,7,4,1,10,1,5,1,5,10,0,100,0,6,7,5,7,3,10,3,0,0,0,0,1,10,10,10,0,2,0,0,10,3,3,7,10,7,7,2,2,5,8,7,7,4,7,7,2,5,1,2,2,2,7,7,0,0,0,0,3,0,0,5,30,30,6,5,8,25,3,7,1, ,36,3,1,0,1, ,4,1,1,1,213,0,.406025083474861,.408578560031646,.420245345147095,.435046896416322
4/24/2020,1050,100,R_2U4L6ELxBGJy9uA,the Netherlands,NL,9,0,10,9,10,6,6,10,6,10,9,9,9,9,9,0,50,50,5,4,0,1,0,5,0,0,0,0,0,3,8,7,7,0,0,2,7,8,7,1,0,7,9,9,9,8,9,9,6,8,4,2,4,2,2,4,7,6,0,9,9,3,0,8,5,1,7,8,9,70,70,1,12,9,50,1,7,1, ,22,2,1,0,4, ,3,1,1,1,213,0,.217118885611061,.219672362167845,.231339147283295,.246140698552521
4/24/2020,2083,100,R_2U4lSyfXrT0z2NO,the Netherlands,NL,6,8,8,8,10,8,8,8,3,8,4,6,3,8,8,0,0,100,7,7,5,5,5,7,6,1,1,1,1,4,8,8,8,1,3,7,8,8,9,7,4,2,8,7,8,8,8,8,7,7,7,4,6,7,3,2,5,5,1,8,8,7,1,8,7,2,8,8,8,50,30,3,9,7,50,3 minuten,7 uu,2, ,74,4,3,2,5, ,7,1,1,2,213,7,.613763378138147,.616316854694931,.627983639810381,.642785191079607
4/25/2020,1517,100,R_2U9JCVjWV864imQ,the Netherlands,NL,8,7,7,9,10,9,7,9,3,9,3,8,4,9,10,40,60,0,4,3,3,3,1,7,4,0,0,2,3,6,8,9,7,2,6,6,4,8,8,7,9,6,8,9,8,8,8,9,9,7,3,1,8,3,3,5,6,4,4,8,6,2,1,7,3,3,7,8,8,30,60,4,3,8,50,300,4,2, ,23,3,1,0,4, ,3,1,1,1,213,0,.232393609717174,.234947086273958,.246613871389408,.261415422658635
4/27/2020,1319,100,R_2U9JSxmh4IF2Fyx,the Netherlands,NL,7,6,8,7,10,10,10,8,1,8,1,5,0,5,1,50,50,0,6,4,10,10,10,9,9,3,10,6,5,7,6,5,5,1,9,5,5,10,9,5,3,1,6,6,8,6,6,7,6,6,6,3,6,1,5,6,5,2,5,8,7, ,1, , ,3, , ,7,40,60,9, ,7,50 cent,300,9 uur,1, ,57,3,1,0,1, ,7,2,1,1,213,0,1.19425923891319,1.19681271546998,1.20847950058543,1.22328105185465
4/24/2020,1897,100,R_2UbUJVfvYZJzQ8x,the Netherlands,NL,10,7,8,10,10,7,10,7,2,7,7,8,5,7,7,0,50,50,6,5,0,8,1,7,1,0,0,0,0,3,10,10,10,0,1,7,5,7,7,9,7,6,8,8,5,8,7,4,7,7,4,8,7,4,3,3,6,8,2,10,9,8,0,6,7,2,7,8,10,50,70,5,12,7,50,3 minuten,4 uur,2, ,31,4,2,0,6,ZZP,3,2,1,1,213,0,1.01522576096165,1.01777923751844,1.02944602263389,1.04424757390311
4/26/2020,2677,100,R_2uCLdCh9HcD6rRD,the Netherlands,NL,10,1,10,10,10,9,8,8,7,10,7,10,7,8,10,50,50,0,7,8,5,7,5,10,10,0,0,0,0,5,9,9,9,2,2,5,8,10,8,2,5,1,7,8,8,8,9,8,9,10,8,0,10,5,2,5,5,6,3,5,9,9,1,5,5,8,8,5,5,20,30,8,12,8,50 cent,300 minuten,4 uur,1, ,62,3,2,3,1, ,4,2,1,2,213,0,.682882019624798,.685435496181582,.697102281297032,.711903832566258
4/28/2020,3983,100,R_2uFkwNQfCA1XkXv,the Netherlands,NL,7,7,6,8,10,10,9,10,8,8,9,8,1,10,3,100,0,0,6,6,1,5,1,8,5,0,0,0,0,3,7,8,8,3,3,5,6,7,7,2,7,7,6,7,7,9,8,8,8,6,6,8,7,2,2,2,3,5,2,6,5,1,1,6,2,3,2,2,6,20,20,3,11,8,25,300 minuten,7,2, ,28,2,2,0,4, ,7,1,1,1,213,0,.753698265445297,.756251742002082,.767918527117532,.782720078386758
4/27/2020,1539,100,R_2uHERQlKVeKyxwv,the Netherlands,NL,8,8,7,10,10,10,10,10,5,10,10,10,7,8,10,50,50,0,5,5,10,5,5,10,10,0,0,0,0,10,10,10,10,0,5,5,4,10,5,0,5,5,1,3,5,5,5,5,5,10,7,0,3,0,0,10,5,1,5,10,7,0,1,3,5,5,0,0,5,100,80,8,10,7,50,3,4,1, ,47,4,1,0,1, ,7,2,1,2,213,0,.997542656490652,1.00009613304744,1.01176291816289,1.02656446943211
4/24/2020,5410,100,R_2Ui4oW6gBL30MdZ,the Netherlands,NL,6,0,4,7,10,6,6,6,3,6,7,9,4,9,3,80,10,10,6,6,0,0,0,4,1,1,1,1,1,6,9,9,9,0,1,7,8,8,8,0,3,6,6,6,6,6,6,7,3,5,6,6,4,0,0,2,2,0,0,6,6,0,0,0,0,4,5,0,5,100,70,1,11,6,50,3,7,1, ,41,2,3,2,6,freelance,6,1,2,2,213,0,.766702855190186,.769256331746971,.780923116862421,.795724668131647
4/24/2020,3514,100,R_2Ui7LXFWFgYub3V,the Netherlands,NL,9,2,5,10,10,8,8,5,0,0,10,10,1,10,10,100,0,0,8,7, , , ,10,10,0,0,0,0,2,10,10,10,2,5,1,1,3,5,8,6,2,6,7,3,2,1,0,5,8,4,6,7,0,0,2,1,0,10,8,6,0,0,2,2,2,2,0,10, , ,6,7,7,50,300,4,1, ,86,5,3,1,5, ,6,1,1,1,213,0,1.11416082394537,1.11671430050216,1.12838108561761,1.14318263688683
4/24/2020,5415,100,R_2uJJlZUcOmkdczm,the Netherlands,NL,7,2,3,7,9,7,8,6,1,5,7,7,5,8,8,100,0,0,6,8,2,3,1,10,3,2,2,2,2,1,9,9,9,0,2,7,2, , , , , ,3,8,6,8,6,8,3,7,4,6,4,3,1,3,3,2,6,6,7,1,1,1,1,3,1,1,3,70,80,4,11,8,50,300,7,2, ,38,1,3,1,2, ,3,2,1,1,213,0,.483860179310917,.486413655867701,.498080440983151,.512881992252377
4/26/2020,3417,100,R_2uKXBDsN2VTWRnv,the Netherlands,NL,8,0,5,8,10,10,10,8,9,10,5,5,5,8,10,100,0,0,3,5,5,3,5,7,5,0,0,0,0,5,6,8,8,0,2,9,4,7,5,7,5,5,4,7,6,7,5,7,5,7,8,5,4,4,1,0,4,5,0,9,8,4,0,5,5,4,5,5,7,30,50,6,5,5,50 cent,300 minuten7 uur,7 uur,2, ,61,3,3,0,1, ,6,1,1,1,213,5,1.17597653785434,1.17853001441113,1.19019679952658,1.2049983507958
4/24/2020,1389,100,R_2uPQMMr3Fc3KFwS,the Netherlands,NL,5,10,0,0,10,8,8,0,0,8,0,10,5,10,8,0,100,0,8,7,5,10,5,10,8,0,0,0,0,7,10,10,10,0,8,0,8,5,10,10,10,10,10,10,7,6,8,8,5,10,10,7,8,3,3,2,4,3,6,10,0,0,0,0,0,6,0,0,5,0,10,7,4,7,50,3,7,1, ,31,4,2,1,1, ,4,1,1,1,213,0,.596558961346633,.599112437903418,.610779223018867,.625580774288094
4/25/2020,2592,100,R_2urCI6XqdM3Tiwc,the Netherlands,NL,8,0,9,8,10,7,8,9,7,9,7,9,2,6,9,90,5,5,7,8,5,7,5,8,7,0,0,0,0,1,9,9,9,0,7,8,8,8,8,8,9,8,8,8,7,7,7,7,8,9,7,3,7,3,7,5,7,5,7,9,9,3,0,6,1,2,7,6,8,40,30,5,11,7,50,300,4,1, ,59,4,3,0,1, ,4,2,1,1,213,0,.24035183373776,.242905310294544,.254572095409994,.26937364667922
4/25/2020,1338,100,R_2ure1Og6tzlz5Kg,the Netherlands,NL,3,8,3,4,10,7,7,6,6,9,4,5,2,6,4,100,0,0,8,7,6,5,5,10,10,0,1,0,2,6,8,9,8,2,4,8,4,9,9,2,8,8,6,7,7,7,8,9,5,7,7,8,5,3,3,5,7,2,1,7,7,4,1,4,3,4,3,4,8,20,30,5,7,8,25,3,7,2, ,25,3,1,0,4, ,5,1,1,1,213,0,.473998600566342,.476552077123127,.488218862238576,.503020413507803
4/24/2020,3772,100,R_2urkMbBIUQWvWdy,the Netherlands,NL,7,2,8,7,10,6,6,4,2,5,5,8,2,7,7,50,20,30,8,8,5,5,4,10,8,5,5,3,3,5,8,8,8,1,2,5,7,9,7,6,3,2,7,7,7,7,6,8,8,7,4,7,7,2,2,1,7,2,1,8,7,5,2,5,5,4,5,4,6,50,50,3,14,8,125 cent3,3 minuten,7 uur,2, ,76,3,1,4,5, ,3,2,1,1,213,5,.567438968472384,.569992445029168,.581659230144618,.596460781413845
4/24/2020,2060,100,R_2uVUbJFFojm0dWc,the Netherlands,NL,5,5,5,4,9,8,5,8,8,8,2,2,2,2,2,100,0,0,1,2,8,8,5,9,9,5,9,9,9,5,8,8,8,8,1,1,1,9,9,5,1,1,9,9,9,9,9,9,8,8,2,1,9,5,9,5,9,7,1,8,8,1,8,8,8,8,8,8,8,10,10,7,5,8,50,300,4,1, ,64,5,3,0,5, ,6,2,1,1,213,0,1.17042919953477,1.17298267609156,1.184649461207,1.19945101247623
4/24/2020,3251,100,R_2UWbgF5lpaEmGYX,the Netherlands,NL,8,7,4,7,8,2,6,6,1,8,6,9,9,9,9,0,100,0,7,8,5,5,5,10,4,0,0,0,0,1,8,9,9,0,0,7,7,7,8,8,3,3,7,7,8,8,8,3,5,6,5,0,6,1,1,7,3,2,0,9,9,8,10,8,7,1,9,8,9,30,60,8,16,8,50,3 minuten,7,1, ,64,6,3,3,6,ZZP,6,1,1,1,213,0,.434259790573836,.436813267130621,.44848005224607,.463281603515297
