ResponseId,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Common difference,Subadditivity,Delay-speedup,Interval markup,Risk preference,Q22_2,Q22_3,Q22_4,Q22_5,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35
AD400,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $400 right now,"$5,000 right now",Guaranteed $50,258,280,67,395,One extra week of vacation for no change in salary in 2142,Things will be much better,I paid everything and saved some,15561,48204,10669,My financial situation became much worse,I make the minimum payment and the interest is charged,Above average but not wealthy,1926,Other,MBA,Employed full-time (25+ hours per week),"Black or African-American,Pacific Islander",Immigrant
AD401,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $250 right now,$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),209,206,85,500,One extra week of salary for no additional work in 2039,Things will be much better,"Everything is paid off and I have enough to save, invest, or spend freely",32871,20604,48725,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,Wealthy,1988,Woman,College or university (Bachelor or equivalent),Not in paid employed (looking for work),"Asian,Native Alaskan,Native Hawaiian,White",Immigrant
AD402,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $400 right now,"$5,000 right now",A 67% chance of $75 (33% chance of $0),244,38,295,423,Two extra weeks of salary with no additional work in 2143,Things will be somewhat worse,"Everything is paid off and I have enough to save, invest, or spend freely",37186,22022,21545,There were no major impacts on my financial situation,I pay off much of the balance,Around average,1930,Woman,College or university (Bachelor or equivalent),Not in paid employment (by choice),"Native Hawaiian,White","Hispanic,Non-Hispanic,Immigrant"
AD403,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $400 right now,"$5,000 right now",Guaranteed $50,271,288,98,343,Two extra weeks of vacation with no change in salary in 2144,Things will be much better,I could not pay all my bills last month,22519,45007,28389,My financial situation became somewhat worse,I pay off much of the balance,Poor,1938,Prefer not to answer,Doctoral degree,Employed part-time (less than 25 hours per week),"Asian,Native Hawaiian,Pacific Islander,White",Immigrant
AD404,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $400 right now,$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),69,178,94,659,One extra week of salary for no additional work in 2143,Things will be about the same,I could not pay all my bills last month,40103,14856,24145,My financial situation became much better,I never purchase anything on credit or take on debt,Wealthy,1957,Other,Doctoral degree,Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Immigrant"
AD405,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),158,118,6,718,One extra week of vacation for no change in salary in 2143,Things will be somewhat better,I paid everything but saved nothing,14713,43291,41839,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,Below average but not poor,1955,Woman,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Native Alaskan,Pacific Islander",Non-Hispanic
AD406,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $400 right now,"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),185,288,242,285,Two extra weeks of salary with no additional work in 2144,Things will be much better,I had to take on some debt to pay them,15720,19620,13143,My financial situation became somewhat worse,I generally pay off the interest but not the balance,Wealthy,1989,Prefer not to answer,MBA,Employed full-time (25+ hours per week),"Black or African-American,Native Alaskan,Native Hawaiian,White","Hispanic,Non-Hispanic"
AD407,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),112,215,134,539,Two extra weeks of vacation with no change in salary in 2145,Things will be about the same,I had to take on a lot of debt to pay my bills last month,23471,42166,46580,My financial situation became somewhat worse,I pay off much of the balance,Poor,1960,Prefer not to answer,Graduate (Masters or equivalent),Not in paid employed (looking for work),"Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Immigrant
AD408,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),260,136,237,367,One extra week of salary for no additional work in 2144,Things will be about the same,"Everything is paid off and I have enough to save, invest, or spend freely",49386,48434,10609,My financial situation became much worse,My debts increase beyond what I earn in a given month,Below average but not poor,1923,Woman,Primary school,Employed part-time (less than 25 hours per week),"Native Hawaiian,Pacific Islander",Hispanic
AD409,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $600 in 24 months (2 years),Receiving $1200 in 24 months (2 years),Receiving $400 right now,"$5,000 right now",A 25% chance of $200 (75% chance of $0),31,133,121,715,One extra week of vacation for no change in salary in 2144,Things will be much better,I had to take on a lot of debt to pay my bills last month,30083,36799,22158,My financial situation became much better,My debts increase beyond what I earn in a given month,Poor,1986,Man,MBA,Full-time student,"Native Alaskan,Native American,Native Hawaiian,White",Hispanic
AD410,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),36,42,163,759,Two extra weeks of salary with no additional work in 2145,Things will be about the same,I paid everything and saved some,35356,19835,10449,My financial situation became much better,I pay off much of the balance,Above average but not wealthy,1982,Prefer not to answer,Vocational school,Not in paid employment (by choice),"Native Alaskan,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD411,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $250 right now,"$5,000 right now",A 75% chance of $67 (25% chance of $0),113,4,220,663,Two extra weeks of vacation with no change in salary in 2146,Things will be much worse,I had to take on some debt to pay them,30331,39240,27684,My financial situation became much better,I never purchase anything on credit or take on debt,Poor,1936,Man,Primary school,Not in paid employed (looking for work),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,White",Hispanic
AD412,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $250 right now,"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),218,248,269,265,One extra week of vacation for no change in salary in 2039,Things will be somewhat better,I could not pay all my bills last month,39827,40887,13049,There were no major impacts on my financial situation,I pay off much of the balance,Poor,1991,Prefer not to answer,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Native Hawaiian,"Hispanic,Immigrant"
AD413,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $250 right now,"$5,000 right now",A 25% chance of $200 (75% chance of $0),23,41,14,922,One extra week of salary for no additional work in 2145,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",36832,14761,20114,My financial situation became much worse,I generally pay off the interest but not the balance,Below average but not poor,1920,Woman,Graduate (Masters or equivalent),Full-time student,"Asian,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic"
AD414,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),16,298,33,653,One extra week of vacation for no change in salary in 2145,Things will be somewhat better,I had to take on a lot of debt to pay my bills last month,18557,35880,41714,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,Around average,1983,Woman,Graduate (Masters or equivalent),Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Immigrant
AD415,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),19,136,260,585,Two extra weeks of salary with no additional work in 2146,Things will be much better,I had to take on a lot of debt to pay my bills last month,18878,46059,36502,My financial situation became much worse,My debts increase beyond what I earn in a given month,Poor,1984,Prefer not to answer,Vocational school,Not in paid employed (looking for work),"Black or African-American,Pacific Islander",Immigrant
